gene	length
CARHR224240	3207
CARHR086450	1950
CARHR134450	5250
CARHR222830	381
CARHR130340	963
CARHR160270	1026
CARHR138590	5809
CARHR075390	3531
CARHR263090	1937
CARHR184330	1323
CARHR173920	741
CARHR055310	387
CARHR157290	522
CARHR242230	1899
CARHR056660	1479
CARHR285800	2613
CARHR113260	7132
CARHR030900	1821
CARHR075020	3540
CARHR051120	2983
CARHR083210	1342
CARHR279670	1635
CARHR031050	654
CARHR089070	1037
CARHR032880	1215
CARHR266910	2301
CARHR034730	1583
CARHR133100	2512
CARHR023080	1539
CARHR085900	885
CARHR131680	858
CARHR221560	865
CARHR209870	1551
CARHR076610	858
CARHR025860	2480
CARHR035280	297
CARHR132850	876
CARHR029150	492
CARHR009200	966
CARHR185060	666
CARHR032770	1134
CARHR023330	1206
CARHR003320	816
CARHR175800	2005
CARHR150140	441
CARHR098100	213
CARHR171380	1767
CARHR087460	3561
CARHR192290	927
CARHR108400	1947
CARHR205170	1749
CARHR256610	576
CARHR171650	605
CARHR200520	1353
CARHR209290	1998
CARHR016680	699
CARHR088300	2261
CARHR207470	816
CARHR224930	1263
CARHR170380	2469
CARHR042960	3861
CARHR106030	2969
CARHR024730	654
CARHR041430	336
CARHR150300	523
CARHR103200	627
CARHR038590	1441
CARHR209120	2041
CARHR232280	1257
CARHR022060	2415
CARHR081100	2474
CARHR086330	627
CARHR281610	1752
CARHR109750	483
CARHR231880	2843
CARHR160180	525
CARHR083030	1781
CARHR062030	957
CARHR007310	1902
CARHR170520	942
CARHR174860	2027
CARHR233970	861
CARHR004950	2966
CARHR287510	2568
CARHR202960	1448
CARHR280050	4245
CARHR203380	3842
CARHR153650	2847
CARHR039640	1213
CARHR223680	2025
CARHR219770	846
CARHR208450	582
CARHR047870	1464
CARHR080270	1905
CARHR085620	3073
CARHR033020	540
CARHR159300	324
CARHR154150	3571
CARHR239870	2981
CARHR030590	597
CARHR128990	1864
CARHR124230	1745
CARHR040470	1497
CARHR291520	1634
CARHR135190	1260
CARHR233620	2237
CARHR251250	1735
CARHR001410	963
CARHR202380	1302
CARHR234930	1158
CARHR208980	1569
CARHR288220	609
CARHR133930	2322
CARHR085170	399
CARHR069560	1773
CARHR229170	2342
CARHR222480	489
CARHR226300	8167
CARHR163040	2947
CARHR030040	2487
CARHR225650	645
CARHR290210	288
CARHR135440	2516
CARHR283500	411
CARHR284730	339
CARHR047290	540
CARHR202030	1659
CARHR176160	1449
CARHR213630	1651
CARHR222150	2376
CARHR207600	3429
CARHR028310	492
CARHR163590	2454
CARHR214060	609
CARHR055220	237
CARHR218910	591
CARHR125540	1302
CARHR047120	3228
CARHR152210	552
CARHR238470	2298
CARHR229790	2648
CARHR270850	1965
CARHR176290	636
CARHR038270	1541
CARHR084220	1175
CARHR062470	357
CARHR031310	258
CARHR279530	3751
CARHR168610	462
CARHR134710	510
CARHR042510	252
CARHR291160	1944
CARHR170660	1026
CARHR002440	2873
CARHR018620	1089
CARHR012480	2111
CARHR015450	1959
CARHR058030	1017
CARHR164060	870
CARHR215330	1713
CARHR004130	660
CARHR176830	1322
CARHR174960	501
CARHR231410	2184
CARHR179820	507
CARHR240100	726
CARHR280730	3091
CARHR058470	684
CARHR191910	1503
CARHR053770	435
CARHR200950	5442
CARHR271720	2754
CARHR054200	210
CARHR058780	486
CARHR174470	996
CARHR110860	1959
CARHR049600	1227
CARHR096490	1817
CARHR277070	3162
CARHR089530	6502
CARHR249240	396
CARHR179340	1197
CARHR280880	315
CARHR014500	1581
CARHR045560	12154
CARHR129310	1266
CARHR183210	1122
CARHR156440	2823
CARHR180740	603
CARHR096720	426
CARHR188530	1605
CARHR060050	438
CARHR235910	1941
CARHR059780	1953
CARHR011360	924
CARHR150840	1744
CARHR169250	1406
CARHR082310	3229
CARHR121670	654
CARHR186590	981
CARHR283280	321
CARHR160760	2210
CARHR019170	2184
CARHR254420	1371
CARHR127780	1053
CARHR165730	579
CARHR180290	1554
CARHR187240	198
CARHR119350	756
CARHR191670	1864
CARHR045380	1860
CARHR246650	1770
CARHR111400	1165
CARHR244240	1375
CARHR166420	600
CARHR126780	1626
CARHR252860	1437
CARHR094380	636
CARHR019280	549
CARHR104200	573
CARHR248590	1699
CARHR122090	456
CARHR090890	1194
CARHR255480	3989
CARHR193660	3189
CARHR105150	6507
CARHR116830	480
CARHR269800	2343
CARHR098980	3562
CARHR120780	2607
CARHR192390	1395
CARHR050450	1233
CARHR244790	2087
CARHR066880	954
CARHR218140	273
CARHR044380	450
CARHR163820	3097
CARHR081660	1726
CARHR237510	1151
CARHR061350	2760
CARHR122320	489
CARHR238860	1329
CARHR063210	2440
CARHR021590	606
CARHR114570	279
CARHR166280	1561
CARHR181160	1416
CARHR271380	1002
CARHR120250	3372
CARHR252280	753
CARHR016830	996
CARHR019820	3219
CARHR243680	1413
CARHR191280	1029
CARHR118400	471
CARHR099580	1008
CARHR012100	420
CARHR184530	692
CARHR167770	582
CARHR259950	1197
CARHR139990	1598
CARHR288140	153
CARHR199700	2106
CARHR162050	1892
CARHR252130	1041
CARHR277970	1068
CARHR245680	222
CARHR091380	591
CARHR141980	1317
CARHR294270	1209
CARHR099630	2597
CARHR243970	2790
CARHR146330	2006
CARHR195620	534
CARHR167480	3179
CARHR051320	912
CARHR055660	1041
CARHR247260	1402
CARHR219230	3926
CARHR212220	451
CARHR242080	1092
CARHR056310	1512
CARHR213570	774
CARHR245530	1305
CARHR261920	198
CARHR113710	6343
CARHR161630	1808
CARHR268860	5300
CARHR257500	870
CARHR117000	222
CARHR020240	2333
CARHR061820	840
CARHR185660	1542
CARHR016650	279
CARHR245270	444
CARHR013270	2674
CARHR188290	552
CARHR029790	5126
CARHR091960	2128
CARHR023530	492
CARHR157180	3987
CARHR063460	724
CARHR198070	1278
CARHR053890	165
CARHR154670	240
CARHR216900	351
CARHR190660	408
CARHR220760	1701
CARHR158200	260
CARHR246130	1778
CARHR168930	1062
CARHR227230	3391
CARHR078670	2210
CARHR107030	1257
CARHR027190	276
CARHR214500	300
CARHR258700	852
CARHR068020	3216
CARHR267510	621
CARHR250570	294
CARHR052140	4641
CARHR115710	600
CARHR210080	621
CARHR103440	294
CARHR053230	2111
CARHR111870	2282
CARHR022660	2169
CARHR243460	1107
CARHR142510	984
CARHR197570	1424
CARHR026570	708
CARHR137730	2081
CARHR262350	204
CARHR116060	516
CARHR106540	1113
CARHR093520	1602
CARHR098510	1395
CARHR074940	4739
CARHR183150	651
CARHR130960	1899
CARHR007150	1027
CARHR104940	324
CARHR072730	2366
CARHR076890	1323
CARHR250390	1974
CARHR035940	504
CARHR177410	996
CARHR251620	2732
CARHR025000	528
CARHR066140	228
CARHR112180	921
CARHR197390	3648
CARHR007480	4436
CARHR274610	3891
CARHR145890	951
CARHR196620	984
CARHR223440	1542
CARHR136060	2172
CARHR059990	963
CARHR255810	1506
CARHR210330	429
CARHR103990	1536
CARHR211060	2586
CARHR124030	402
CARHR117820	2244
CARHR278060	1134
CARHR036980	150
CARHR073060	2352
CARHR109340	2388
CARHR265820	1963
CARHR101590	2023
CARHR077760	1464
CARHR006680	1806
CARHR085370	4587
CARHR261110	2255
CARHR157260	2742
CARHR021920	468
CARHR074490	4768
CARHR128200	707
CARHR124780	750
CARHR268470	2217
CARHR135600	1494
CARHR037730	13252
CARHR087200	2494
CARHR075720	3654
CARHR182090	1272
CARHR011720	987
CARHR006350	5823
CARHR131770	1237
CARHR018350	2364
CARHR139560	846
CARHR222310	663
CARHR226670	3104
CARHR162230	921
CARHR225320	1829
CARHR173880	783
CARHR284240	627
CARHR035980	189
CARHR125780	2743
CARHR275250	3090
CARHR074230	3514
CARHR050150	723
CARHR030200	2557
CARHR260240	369
CARHR206820	4440
CARHR279730	858
CARHR055500	786
CARHR272610	1806
CARHR086550	525
CARHR139380	1275
CARHR141790	402
CARHR079470	1823
CARHR184270	285
CARHR018420	2629
CARHR035360	606
CARHR132950	1882
CARHR279880	186
CARHR015610	1492
CARHR070800	2129
CARHR138380	1530
CARHR175100	903
CARHR018390	1684
CARHR198910	1146
CARHR221150	446
CARHR174270	744
CARHR220200	1434
CARHR240150	1850
CARHR277670	1518
CARHR172820	1641
CARHR000350	2423
CARHR273560	1909
CARHR043910	1611
CARHR205700	660
CARHR201880	2446
CARHR202110	1056
CARHR023270	478
CARHR097030	1080
CARHR162580	885
CARHR087780	1659
CARHR222670	3341
CARHR209620	1749
CARHR129660	3091
CARHR076400	666
CARHR155160	3070
CARHR127540	2356
CARHR123430	582
CARHR159800	1947
CARHR228850	1254
CARHR082660	1404
CARHR200280	426
CARHR002840	1378
CARHR203950	309
CARHR177990	279
CARHR144210	879
CARHR045810	2104
CARHR249990	1023
CARHR204070	1065
CARHR200750	1119
CARHR248070	615
CARHR038410	1342
CARHR084840	4974
CARHR218300	1707
CARHR090560	1077
CARHR044140	633
CARHR203480	3690
CARHR274930	3330
CARHR096810	2666
CARHR041660	2070
CARHR120010	1041
CARHR236910	3539
CARHR040390	912
CARHR081310	1545
CARHR237060	234
CARHR036040	1341
CARHR287490	567
CARHR218870	2090
CARHR060310	3951
CARHR033270	270
CARHR230220	870
CARHR159110	1260
CARHR162290	480
CARHR165520	174
CARHR154340	438
CARHR280150	2635
CARHR094710	1236
CARHR232740	2079
CARHR285380	1603
CARHR271140	1828
CARHR233290	1611
CARHR195420	1368
CARHR105510	1044
CARHR042060	222
CARHR212020	2813
CARHR223160	3814
CARHR213770	2229
CARHR069330	315
CARHR217210	324
CARHR226530	3223
CARHR140170	1515
CARHR293970	6873
CARHR285650	210
CARHR040530	2712
CARHR044850	228
CARHR195390	1242
CARHR212790	1497
CARHR047620	252
CARHR152970	357
CARHR266620	956
CARHR207830	1560
CARHR063660	1416
CARHR121050	2412
CARHR107040	903
CARHR127840	5927
CARHR095040	1020
CARHR149740	267
CARHR125990	2040
CARHR158440	1341
CARHR029800	5012
CARHR200130	2278
CARHR234740	605
CARHR064120	690
CARHR275350	2662
CARHR169860	981
CARHR157610	1499
CARHR018980	1147
CARHR163650	2238
CARHR214740	1494
CARHR014200	1416
CARHR081060	2318
CARHR005180	1729
CARHR230240	1596
CARHR148050	231
CARHR283710	2432
CARHR218890	2490
CARHR152390	1908
CARHR158990	1105
CARHR256920	1584
CARHR164920	1104
CARHR176310	1177
CARHR207890	924
CARHR003920	1605
CARHR052300	825
CARHR175660	237
CARHR028050	1779
CARHR214290	738
CARHR005450	1020
CARHR276260	1032
CARHR242940	648
CARHR152020	622
CARHR143620	1476
CARHR172120	3588
CARHR046170	186
CARHR178780	1041
CARHR144070	1761
CARHR045480	402
CARHR263620	225
CARHR092900	1634
CARHR126080	192
CARHR148900	3181
CARHR190270	1569
CARHR062200	321
CARHR015550	429
CARHR168400	558
CARHR179780	342
CARHR093050	2310
CARHR042700	2436
CARHR046280	567
CARHR235030	422
CARHR120860	1503
CARHR231590	1732
CARHR191890	2276
CARHR292310	1299
CARHR189940	2139
CARHR004480	690
CARHR129500	598
CARHR186410	405
CARHR126330	1290
CARHR294410	957
CARHR250800	1383
CARHR254380	2484
CARHR105300	198
CARHR215160	414
CARHR219850	1101
CARHR291460	1963
CARHR280960	2670
CARHR098350	3619
CARHR210530	1137
CARHR096690	198
CARHR197800	1545
CARHR190850	1602
CARHR211660	606
CARHR019320	2430
CARHR127320	1812
CARHR254650	2145
CARHR145300	1985
CARHR054070	1239
CARHR049830	1862
CARHR289710	240
CARHR046820	255
CARHR161400	3832
CARHR165380	1011
CARHR013890	1984
CARHR255380	237
CARHR269100	1890
CARHR107960	704
CARHR249030	909
CARHR121730	297
CARHR097370	582
CARHR045730	1152
CARHR268270	1960
CARHR104430	455
CARHR100990	225
CARHR117590	231
CARHR075520	1901
CARHR044460	1935
CARHR020890	351
CARHR180150	2540
CARHR041000	255
CARHR127060	1209
CARHR119250	1566
CARHR188700	438
CARHR246750	1626
CARHR181820	2630
CARHR082500	1515
CARHR236070	816
CARHR016110	1071
CARHR050680	264
CARHR023020	2270
CARHR075290	1698
CARHR141190	2214
CARHR237300	624
CARHR258920	246
CARHR165960	2153
CARHR255520	2298
CARHR251860	1872
CARHR189710	1638
CARHR118340	495
CARHR059240	222
CARHR098820	437
CARHR011660	2821
CARHR189650	3048
CARHR060870	1107
CARHR244450	2645
CARHR050790	1953
CARHR065310	1235
CARHR017790	4426
CARHR167520	3078
CARHR196860	564
CARHR029340	663
CARHR242120	456
CARHR185250	441
CARHR116640	1812
CARHR022370	2280
CARHR056430	189
CARHR021410	1845
CARHR102870	4105
CARHR113030	1826
CARHR035160	273
CARHR267230	624
CARHR105470	681
CARHR139810	1839
CARHR026820	573
CARHR213980	1709
CARHR215450	366
CARHR040800	501
CARHR036440	1585
CARHR191070	1462
CARHR184700	1517
CARHR118610	669
CARHR138140	1346
CARHR012310	2797
CARHR195980	1925
CARHR221310	1472
CARHR220040	1458
CARHR134460	2502
CARHR168870	1746
CARHR010220	1573
CARHR199510	1380
CARHR102290	264
CARHR024540	2283
CARHR056290	387
CARHR028430	1317
CARHR182700	567
CARHR115550	1865
CARHR187830	1305
CARHR253160	1694
CARHR113690	1689
CARHR057740	1386
CARHR009980	2211
CARHR220590	3087
CARHR109960	558
CARHR115690	183
CARHR266540	1365
CARHR071990	1836
CARHR194160	300
CARHR102120	1704
CARHR231570	3878
CARHR113960	627
CARHR053910	555
CARHR253290	2229
CARHR092590	1257
CARHR067330	267
CARHR028620	1395
CARHR142230	1191
CARHR149220	1500
CARHR245340	2079
CARHR143540	510
CARHR032300	2187
CARHR131950	3182
CARHR023700	483
CARHR194290	2292
CARHR107510	1590
CARHR087810	2058
CARHR027010	2212
CARHR138850	372
CARHR209390	1137
CARHR171320	504
CARHR092040	4594
CARHR076170	2066
CARHR211870	4362
CARHR025700	1570
CARHR131480	528
CARHR136450	1543
CARHR227060	1503
CARHR253830	1071
CARHR012070	1271
CARHR178270	2340
CARHR258110	1286
CARHR170770	1533
CARHR068270	1305
CARHR058920	1503
CARHR177200	2853
CARHR202510	2675
CARHR067420	1815
CARHR275860	1191
CARHR194830	3073
CARHR210270	1796
CARHR149560	246
CARHR286030	1128
CARHR144530	927
CARHR108770	969
CARHR137500	837
CARHR100560	2755
CARHR278920	1405
CARHR093310	1476
CARHR265160	345
CARHR033470	1756
CARHR140090	732
CARHR269660	960
CARHR097820	852
CARHR072500	1458
CARHR132360	3184
CARHR007720	3648
CARHR036530	970
CARHR262670	558
CARHR223760	3870
CARHR026050	1558
CARHR004740	1119
CARHR180830	859
CARHR073450	2343
CARHR264780	718
CARHR179130	237
CARHR226730	1128
CARHR139480	426
CARHR000970	1011
CARHR147140	1623
CARHR285410	2858
CARHR100380	1500
CARHR034970	1898
CARHR274400	2094
CARHR281560	1522
CARHR225420	1147
CARHR265780	2676
CARHR196470	4629
CARHR115210	186
CARHR261090	474
CARHR047420	3782
CARHR226880	1596
CARHR273830	3522
CARHR002230	1133
CARHR075880	699
CARHR264360	2526
CARHR173450	3767
CARHR101380	1026
CARHR047390	3594
CARHR105800	666
CARHR085500	696
CARHR261320	1752
CARHR234500	1320
CARHR084670	645
CARHR014040	990
CARHR239150	822
CARHR124590	2007
CARHR271570	1155
CARHR225280	912
CARHR263250	651
CARHR135830	879
CARHR027830	2388
CARHR039350	2841
CARHR083900	372
CARHR279380	860
CARHR131100	1098
CARHR211700	939
CARHR070100	2715
CARHR139730	2104
CARHR287810	411
CARHR040350	2001
CARHR221050	222
CARHR027510	3326
CARHR241160	1727
CARHR126060	2511
CARHR206980	904
CARHR001760	1665
CARHR009510	1092
CARHR121060	2541
CARHR220900	432
CARHR224480	906
CARHR172320	1860
CARHR176660	3922
CARHR175310	666
CARHR178540	897
CARHR043890	315
CARHR276710	483
CARHR279960	1955
CARHR015790	1358
CARHR272000	1780
CARHR086740	669
CARHR125240	309
CARHR096220	977
CARHR130270	1455
CARHR173640	1846
CARHR088810	1882
CARHR126530	1098
CARHR230990	767
CARHR122620	273
CARHR070600	2636
CARHR240690	2804
CARHR042270	630
CARHR287100	1197
CARHR231020	1593
CARHR000490	453
CARHR071760	3094
CARHR003610	1587
CARHR293350	441
CARHR076230	15674
CARHR081430	2777
CARHR122190	2556
CARHR240340	3119
CARHR089140	1330
CARHR000140	3406
CARHR097170	2466
CARHR171140	2226
CARHR270710	1554
CARHR209980	375
CARHR045130	1218
CARHR085430	219
CARHR099310	1326
CARHR044260	318
CARHR170230	372
CARHR110120	1101
CARHR274870	1020
CARHR042850	1130
CARHR127660	963
CARHR205510	3673
CARHR282050	678
CARHR123570	1161
CARHR273060	868
CARHR249540	1392
CARHR204970	2361
CARHR087590	2096
CARHR236270	2991
CARHR090330	822
CARHR153940	777
CARHR020700	1786
CARHR045790	2939
CARHR081290	478
CARHR155730	1827
CARHR151890	321
CARHR208160	1492
CARHR080740	915
CARHR228040	375
CARHR159630	1314
CARHR252410	753
CARHR283900	3383
CARHR019650	1644
CARHR065150	312
CARHR017550	1077
CARHR233310	339
CARHR290190	1296
CARHR013420	1776
CARHR207280	1803
CARHR202890	1116
CARHR214790	387
CARHR208290	1788
CARHR058510	882
CARHR292900	1864
CARHR178840	1491
CARHR069810	1296
CARHR236890	1109
CARHR192740	685
CARHR050800	987
CARHR218510	213
CARHR289990	762
CARHR212610	1626
CARHR190450	4299
CARHR047980	2213
CARHR242450	261
CARHR219640	228
CARHR267030	1959
CARHR272820	2964
CARHR119980	177
CARHR154060	330
CARHR246340	657
CARHR217020	411
CARHR150760	2511
CARHR118050	245
CARHR124920	669
CARHR153490	1992
CARHR267780	615
CARHR208830	1578
CARHR152720	3840
CARHR010020	300
CARHR077050	1655
CARHR064680	1533
CARHR162480	2124
CARHR166900	781
CARHR280340	2250
CARHR094520	1374
CARHR198620	1013
CARHR195210	5344
CARHR080370	2191
CARHR065480	1359
CARHR167050	2636
CARHR164880	2821
CARHR188930	921
CARHR064350	1509
CARHR069100	1066
CARHR256880	1407
CARHR162730	1346
CARHR245100	686
CARHR179080	5103
CARHR193900	2728
CARHR288640	1359
CARHR266780	285
CARHR189040	3830
CARHR153230	3000
CARHR097950	393
CARHR163280	1494
CARHR244850	345
CARHR173150	2316
CARHR142030	744
CARHR164770	576
CARHR215820	1522
CARHR176500	3959
CARHR052510	846
CARHR115320	447
CARHR213250	2046
CARHR191460	1795
CARHR092200	1002
CARHR142780	3744
CARHR206790	1497
CARHR062900	201
CARHR201220	420
CARHR046320	1965
CARHR241010	1935
CARHR089800	1479
CARHR136610	2757
CARHR241330	761
CARHR157800	1265
CARHR082560	534
CARHR292290	798
CARHR063360	1790
CARHR214150	210
CARHR043660	3120
CARHR079750	1652
CARHR068470	2468
CARHR250100	441
CARHR244120	546
CARHR230030	231
CARHR015960	2686
CARHR067620	1863
CARHR182980	438
CARHR235200	1080
CARHR292120	1072
CARHR059890	627
CARHR290780	621
CARHR257820	609
CARHR178060	840
CARHR057940	732
CARHR197100	3543
CARHR160250	1464
CARHR054910	1011
CARHR049110	1952
CARHR106910	432
CARHR210700	1325
CARHR045670	219
CARHR111310	1151
CARHR183580	459
CARHR126270	1469
CARHR229000	342
CARHR112950	378
CARHR211250	1050
CARHR062010	1164
CARHR099870	2438
CARHR073610	492
CARHR042130	2347
CARHR151400	588
CARHR269310	2962
CARHR181980	216
CARHR048790	1200
CARHR264540	2214
CARHR074040	540
CARHR078930	576
CARHR050340	819
CARHR183630	1782
CARHR260430	1302
CARHR016090	1953
CARHR293650	324
CARHR143670	2429
CARHR061660	1407
CARHR058410	641
CARHR196270	1882
CARHR165020	1494
CARHR180580	1410
CARHR010870	336
CARHR067990	745
CARHR166590	1896
CARHR181670	861
CARHR252990	783
CARHR016320	5777
CARHR019510	1800
CARHR243190	957
CARHR100810	885
CARHR184000	649
CARHR117410	845
CARHR289520	936
CARHR149840	369
CARHR061590	228
CARHR245930	711
CARHR193170	1164
CARHR216700	3778
CARHR101140	1119
CARHR178770	1626
CARHR140520	2342
CARHR166040	915
CARHR102260	2561
CARHR141690	1081
CARHR075310	2463
CARHR243440	3356
CARHR263010	864
CARHR270070	1026
CARHR051430	1758
CARHR055390	1314
CARHR212930	210
CARHR105390	321
CARHR037970	2819
CARHR119040	8423
CARHR139130	1035
CARHR034400	261
CARHR030980	927
CARHR138260	2050
CARHR221290	5794
CARHR027580	1380
CARHR017050	2794
CARHR185350	1485
CARHR090660	348
CARHR149780	324
CARHR199230	213
CARHR192220	1457
CARHR184910	1644
CARHR146470	765
CARHR198540	3004
CARHR108950	942
CARHR167310	1908
CARHR242710	2254
CARHR055970	1208
CARHR026980	618
CARHR101850	2267
CARHR114440	846
CARHR102620	1078
CARHR057530	192
CARHR108480	1705
CARHR214830	852
CARHR112130	930
CARHR262050	216
CARHR264840	1345
CARHR026670	5307
CARHR032800	270
CARHR085480	528
CARHR091270	1605
CARHR266990	1269
CARHR294380	1619
CARHR071560	999
CARHR022350	501
CARHR035460	661
CARHR096010	465
CARHR024720	1552
CARHR220650	720
CARHR137200	513
CARHR143990	1408
CARHR077920	387
CARHR150010	975
CARHR008150	2964
CARHR182510	1503
CARHR227920	642
CARHR028600	798
CARHR253310	1081
CARHR171300	1091
CARHR072200	1042
CARHR250660	1755
CARHR281690	870
CARHR287220	390
CARHR194310	372
CARHR150990	879
CARHR261500	1608
CARHR204620	1400
CARHR257120	375
CARHR209210	1791
CARHR103170	669
CARHR078250	1017
CARHR203070	957
CARHR278880	1868
CARHR100480	1590
CARHR039970	1365
CARHR265080	285
CARHR223350	1153
CARHR032110	1017
CARHR136550	783
CARHR023910	947
CARHR107700	1323
CARHR159430	693
CARHR027200	1876
CARHR263860	486
CARHR084470	963
CARHR232200	2924
CARHR258090	477
CARHR278770	528
CARHR233150	1886
CARHR073550	3197
CARHR265330	813
CARHR077070	1890
CARHR001940	3896
CARHR037560	243
CARHR159380	822
CARHR286170	1691
CARHR008840	1491
CARHR288990	723
CARHR197660	1206
CARHR007390	451
CARHR258320	345
CARHR086320	2913
CARHR006440	1251
CARHR001490	711
CARHR202300	447
CARHR177070	3519
CARHR103820	728
CARHR037690	219
CARHR086180	801
CARHR222400	1764
CARHR226380	1444
CARHR130890	1941
CARHR108100	405
CARHR028290	471
CARHR081030	1073
CARHR248960	2681
CARHR187530	1119
CARHR262730	1143
CARHR040740	504
CARHR100730	228
CARHR047210	3452
CARHR272590	1056
CARHR152520	249
CARHR101460	2850
CARHR125890	417
CARHR215110	1528
CARHR238160	1581
CARHR074520	4586
CARHR264060	3719
CARHR038760	2089
CARHR030510	2412
CARHR291430	699
CARHR128910	2380
CARHR135110	666
CARHR152290	954
CARHR085710	405
CARHR139670	1488
CARHR234310	2578
CARHR229710	768
CARHR226960	1452
CARHR000720	1721
CARHR002370	2570
CARHR132660	1677
CARHR281330	1011
CARHR109270	3849
CARHR173790	1620
CARHR134790	1017
CARHR070310	705
CARHR009490	786
CARHR282670	174
CARHR037330	780
CARHR066400	1554
CARHR285880	432
CARHR273640	2664
CARHR028240	1885
CARHR148190	1170
CARHR175430	1074
CARHR239690	1268
CARHR124410	180
CARHR206550	591
CARHR279020	2079
CARHR039490	1336
CARHR187700	1477
CARHR277340	2469
CARHR160580	1540
CARHR123820	1309
CARHR239340	4587
CARHR002350	1905
CARHR087620	2482
CARHR095940	1937
CARHR039140	1026
CARHR083710	2113
CARHR031390	480
CARHR131310	6157
CARHR164570	1041
CARHR235440	4699
CARHR169120	1332
CARHR071040	1149
CARHR292720	402
CARHR133220	357
CARHR178660	1599
CARHR041820	1119
CARHR121540	648
CARHR175290	1044
CARHR129390	3024
CARHR005800	2549
CARHR186660	3330
CARHR276690	4228
CARHR230540	1176
CARHR174740	1776
CARHR001130	717
CARHR193420	762
CARHR009720	2786
CARHR059700	567
CARHR008450	3167
CARHR246960	549
CARHR003400	1955
CARHR111150	2676
CARHR232940	1956
CARHR010980	5101
CARHR175670	276
CARHR270690	1128
CARHR156990	1125
CARHR283200	496
