# Program:featureCounts v1.6.0; Command:"/home/jqsun/local/bin/featureCounts" "-T" "1" "-s" "1" "-t" "gene" "-g" "ID" "-a" "/home/jqsun/research/data/genome/IWGSC_RefSeq_v1.1_CS/iwgsc_refseqv1.1_genes_2017July06/IWGSC_v1.1_HC_20170706.ext_1.0k.chrD.gff3" "-o" "20181109.A-TaeRS_1_Tae_RS1_18.chrD.counts.homeolog.txt" "20181109.A-TaeRS_1_Tae_RS1_18.chrD.homeolog.ref.bam" 
Geneid	Chr	Start	End	Strand	Length	20181109.A-TaeRS_1_Tae_RS1_18.chrD.homeolog.ref.bam
TraesCS1D02G040419	chr1D	19382334	19399172	+	16839	0
TraesCS1D02G040448	chr1D	19505679	19509279	+	3601	0
TraesCS1D02G040500	chr1D	19763058	19768244	+	5187	0
TraesCS1D02G040536	chr1D	19794573	19798500	+	3928	0
TraesCS1D02G040548	chr1D	19806902	19811743	+	4842	0
TraesCS1D02G040600	chr1D	19871996	19873371	-	1376	0
TraesCS1D02G040700	chr1D	19874647	19879912	-	5266	0
TraesCS1D02G040800	chr1D	19885091	19899032	+	13942	5
TraesCS1D02G040900	chr1D	19899032	19903635	+	4604	0
TraesCS1D02G041000	chr1D	19927566	19928763	-	1198	0
TraesCS1D02G041100	chr1D	19991297	19992789	-	1493	0
TraesCS1D02G041200	chr1D	20043651	20050933	+	7283	8
TraesCS1D02G041300	chr1D	20050383	20053127	-	2745	35
TraesCS1D02G041400	chr1D	20053330	20058805	+	5476	0
TraesCS1D02G041500	chr1D	20061444	20063628	+	2185	0
TraesCS1D02G041600	chr1D	20184570	20186959	+	2390	0
TraesCS1D02G041700	chr1D	20193410	20194982	+	1573	0
TraesCS1D02G041800	chr1D	20298724	20300550	-	1827	0
TraesCS1D02G041900	chr1D	20343044	20346699	+	3656	0
TraesCS1D02G042100	chr1D	20568149	20571000	+	2852	26
TraesCS1D02G042200	chr1D	20698500	20703979	-	5480	0
TraesCS1D02G042300	chr1D	20825034	20827727	-	2694	0
TraesCS1D02G042400	chr1D	20945404	20951202	-	5799	0
TraesCS1D02G042500	chr1D	20968400	20974809	+	6410	0
TraesCS1D02G042600	chr1D	21145943	21148442	-	2500	0
TraesCS1D02G042700	chr1D	21451673	21459650	-	7978	0
TraesCS1D02G042800	chr1D	21824806	21826426	+	1621	0
TraesCS1D02G042900	chr1D	21827436	21832490	-	5055	0
TraesCS1D02G043000	chr1D	21885424	21889853	+	4430	0
TraesCS1D02G043100	chr1D	22168116	22170178	+	2063	0
TraesCS1D02G043200	chr1D	22378558	22381286	-	2729	0
TraesCS1D02G043300	chr1D	22435448	22437772	-	2325	0
TraesCS1D02G043400	chr1D	22622686	22626037	-	3352	0
TraesCS1D02G043500	chr1D	22736247	22737720	+	1474	0
TraesCS1D02G043600	chr1D	22863169	22865661	+	2493	0
TraesCS1D02G043700	chr1D	22882248	22888807	-	6560	8
TraesCS1D02G043800	chr1D	22898356	22901165	+	2810	0
TraesCS1D02G043900	chr1D	22902616	22904961	+	2346	0
TraesCS1D02G044000	chr1D	22954080	22962965	+	8886	0
TraesCS1D02G044100	chr1D	22974114	22977015	+	2902	0
TraesCS1D02G044200	chr1D	23004498	23007751	+	3254	0
TraesCS1D02G044300	chr1D	23244954	23250394	+	5441	0
TraesCS1D02G044400	chr1D	24011795	24013854	+	2060	0
TraesCS1D02G044500	chr1D	24054519	24055857	+	1339	0
TraesCS1D02G044600	chr1D	24096143	24102936	+	6794	0
TraesCS1D02G044700	chr1D	24123510	24128342	-	4833	0
TraesCS1D02G044800	chr1D	24139477	24141774	+	2298	0
TraesCS1D02G044900	chr1D	24156980	24158732	-	1753	0
TraesCS1D02G045000	chr1D	24202956	24209766	+	6811	0
TraesCS1D02G045100	chr1D	24533367	24539285	+	5919	10
TraesCS1D02G045200	chr1D	24539285	24541017	+	1733	0
TraesCS1D02G045300	chr1D	24618197	24623271	-	5075	0
TraesCS1D02G045400	chr1D	24779031	24787455	+	8425	0
TraesCS1D02G045500	chr1D	24787643	24792443	+	4801	0
TraesCS1D02G045600	chr1D	24929717	24937036	+	7320	0
TraesCS1D02G045700	chr1D	25101298	25106646	+	5349	0
TraesCS1D02G045800	chr1D	25139026	25141362	+	2337	0
TraesCS1D02G045900	chr1D	25464721	25466269	+	1549	0
TraesCS1D02G046000	chr1D	25727407	25732834	-	5428	11
TraesCS1D02G046100	chr1D	25735381	25741708	-	6328	0
TraesCS1D02G046200	chr1D	25770850	25773238	-	2389	0
TraesCS1D02G046300	chr1D	25952201	25954045	-	1845	0
TraesCS1D02G046400	chr1D	25954171	25957854	-	3684	80
TraesCS1D02G046500	chr1D	26256308	26257882	+	1575	0
TraesCS1D02G046600	chr1D	26268066	26270190	-	2125	0
TraesCS1D02G046700	chr1D	26293781	26298262	+	4482	0
TraesCS1D02G046800	chr1D	26486567	26488115	+	1549	0
TraesCS1D02G046900	chr1D	26676841	26679321	+	2481	0
TraesCS1D02G047000	chr1D	26690926	26693665	+	2740	0
TraesCS1D02G047100	chr1D	26700498	26704885	+	4388	0
TraesCS1D02G047200	chr1D	27538857	27556168	-	17312	0
TraesCS1D02G047300	chr1D	27574704	27579707	-	5004	13
TraesCS1D02G047400	chr1D	27673125	27688464	+	15340	10
TraesCS1D02G047500	chr1D	27680700	27684170	-	3471	0
TraesCS1D02G047600	chr1D	27688798	27694749	+	5952	1
TraesCS1D02G047700	chr1D	27851677	27853996	+	2320	0
TraesCS1D02G047800	chr1D	27856982	27861702	-	4721	1
TraesCS1D02G047900	chr1D	27894468	27900828	-	6361	3
TraesCS1D02G048000	chr1D	28165354	28168402	+	3049	0
TraesCS1D02G048100	chr1D	28171208	28174218	-	3011	0
TraesCS1D02G048200	chr1D	28197891	28204566	+	6676	0
TraesCS1D02G048300	chr1D	28212691	28216242	-	3552	0
TraesCS1D02G048400	chr1D	28223043	28226488	-	3446	0
TraesCS1D02G048500	chr1D	28289807	28291640	+	1834	0
TraesCS1D02G048600	chr1D	28485685	28491095	+	5411	0
TraesCS1D02G048700	chr1D	28500374	28505925	+	5552	0
TraesCS1D02G048800	chr1D	28564844	28567387	+	2544	0
TraesCS1D02G048900	chr1D	28569318	28573143	+	3826	0
TraesCS1D02G049000	chr1D	28574236	28577502	+	3267	8
TraesCS1D02G049100	chr1D	28611878	28614180	+	2303	0
TraesCS1D02G049200	chr1D	28817410	28822056	-	4647	0
TraesCS1D02G049300	chr1D	28966236	28978848	-	12613	0
TraesCS1D02G049400	chr1D	29481722	29483465	-	1744	0
TraesCS1D02G049500	chr1D	29688366	29692823	-	4458	0
TraesCS1D02G049600	chr1D	29836348	29840723	-	4376	0
TraesCS1D02G049700	chr1D	30025653	30032361	+	6709	0
TraesCS1D02G049800	chr1D	30080081	30086656	-	6576	0
TraesCS1D02G049900	chr1D	30095987	30105063	+	9077	0
TraesCS1D02G050000	chr1D	30106453	30108407	-	1955	6
TraesCS1D02G050100	chr1D	30238524	30240431	-	1908	0
TraesCS1D02G050200	chr1D	30317798	30320251	+	2454	0
TraesCS1D02G050300	chr1D	30429599	30432876	+	3278	0
TraesCS1D02G050400	chr1D	30573046	30575370	+	2325	0
TraesCS1D02G050500	chr1D	30664423	30666861	+	2439	0
TraesCS1D02G050600	chr1D	30777764	30779854	+	2091	0
TraesCS1D02G050700	chr1D	30822230	30824092	+	1863	0
TraesCS1D02G050800	chr1D	30881098	30883272	+	2175	0
TraesCS1D02G050900	chr1D	31030620	31031970	-	1351	0
TraesCS1D02G051000	chr1D	31060344	31062952	+	2609	0
TraesCS1D02G051100	chr1D	31352322	31356059	-	3738	0
TraesCS1D02G051200	chr1D	31356059	31357000	-	942	0
TraesCS1D02G051300	chr1D	31420662	31431937	-	11276	0
TraesCS1D02G051400	chr1D	31690292	31717004	-	26713	0
TraesCS1D02G051500	chr1D	32198077	32225894	+	27818	0
TraesCS1D02G051600	chr1D	32423812	32425632	+	1821	0
TraesCS1D02G051700	chr1D	32479445	32483026	+	3582	0
TraesCS1D02G051800	chr1D	32529086	32531118	-	2033	0
TraesCS1D02G051900	chr1D	32542984	32546795	-	3812	19
TraesCS1D02G052000	chr1D	32737866	32741293	+	3428	0
TraesCS1D02G052200	chr1D	33469805	33475180	+	5376	0
TraesCS1D02G052300	chr1D	33552707	33554135	+	1429	0
TraesCS1D02G052500	chr1D	33595628	33598525	+	2898	0
TraesCS1D02G052600	chr1D	33604177	33606580	+	2404	0
TraesCS1D02G052700	chr1D	33638501	33641761	+	3261	0
TraesCS1D02G052800	chr1D	33663752	33665212	+	1461	0
TraesCS1D02G052900	chr1D	33705560	33707322	+	1763	0
TraesCS1D02G053000	chr1D	33711972	33713886	+	1915	0
TraesCS1D02G053100	chr1D	33800952	33805289	-	4338	0
TraesCS1D02G053200	chr1D	34230433	34232046	+	1614	0
TraesCS1D02G053300	chr1D	34617511	34622584	+	5074	3
TraesCS1D02G053400	chr1D	34622618	34629583	+	6966	0
TraesCS1D02G053500	chr1D	34636225	34640650	+	4426	48
TraesCS1D02G053600	chr1D	34653196	34667451	-	14256	0
TraesCS1D02G053700	chr1D	34943205	34944703	+	1499	202
TraesCS1D02G053800	chr1D	34944312	34946404	-	2093	9
TraesCS1D02G053900	chr1D	34946404	34949330	-	2927	20
TraesCS1D02G054000	chr1D	35058826	35061088	-	2263	0
TraesCS1D02G054100	chr1D	35638168	35645648	-	7481	0
TraesCS1D02G054200	chr1D	35648432	35654365	-	5934	6
TraesCS1D02G054300	chr1D	35786547	35788030	+	1484	0
TraesCS1D02G054400	chr1D	35787507	35788783	-	1277	0
TraesCS1D02G054500	chr1D	35885292	35900512	-	15221	0
TraesCS1D02G054600	chr1D	35925381	35927231	-	1851	0
TraesCS1D02G054700	chr1D	36312229	36314676	+	2448	0
TraesCS1D02G054800	chr1D	36315758	36317553	+	1796	0
TraesCS1D02G054900	chr1D	36321597	36323744	-	2148	0
TraesCS1D02G055000	chr1D	36360891	36363147	-	2257	0
TraesCS1D02G055100	chr1D	36533301	36539272	+	5972	0
TraesCS1D02G055200	chr1D	36538909	36545902	-	6994	3
TraesCS1D02G055300	chr1D	36613918	36617619	-	3702	0
TraesCS1D02G055400	chr1D	36616166	36617529	+	1364	0
TraesCS1D02G055500	chr1D	36621175	36624267	-	3093	0
TraesCS1D02G055600	chr1D	36830829	36835608	-	4780	20
TraesCS1D02G055700	chr1D	36835904	36843117	+	7214	0
TraesCS1D02G055800	chr1D	36835608	36836644	-	1037	0
TraesCS1D02G055900	chr1D	36842572	36845973	-	3402	11
TraesCS1D02G056000	chr1D	37203688	37205990	+	2303	0
TraesCS1D02G056100	chr1D	37213715	37222769	+	9055	0
TraesCS1D02G056200	chr1D	37423655	37427745	+	4091	0
TraesCS1D02G056400	chr1D	37430393	37433540	+	3148	0
TraesCS1D02G056300	chr1D	37430737	37432212	-	1476	0
TraesCS1D02G056500	chr1D	37435340	37438835	-	3496	0
TraesCS1D02G056600	chr1D	37442733	37446599	+	3867	0
TraesCS1D02G056700	chr1D	37446599	37449422	+	2824	0
TraesCS1D02G056800	chr1D	37457383	37460633	-	3251	0
TraesCS1D02G056900	chr1D	37515762	37517699	-	1938	0
TraesCS1D02G057000	chr1D	37518091	37520505	+	2415	0
TraesCS1D02G057200	chr1D	37529336	37533695	-	4360	6
TraesCS1D02G057300	chr1D	37560421	37571424	+	11004	1
TraesCS1D02G057400	chr1D	37879979	37884462	+	4484	0
TraesCS1D02G057500	chr1D	37887828	37889256	+	1429	15
TraesCS1D02G057600	chr1D	37897572	37899140	+	1569	9
TraesCS1D02G057700	chr1D	37961361	37963338	-	1978	0
TraesCS1D02G057800	chr1D	37963338	37964836	-	1499	0
TraesCS1D02G057900	chr1D	38250369	38252516	+	2148	0
TraesCS1D02G058000	chr1D	38256977	38259345	-	2369	0
TraesCS1D02G058100	chr1D	38293376	38296532	+	3157	0
TraesCS1D02G058200	chr1D	38363008	38368257	-	5250	0
TraesCS1D02G058300	chr1D	38549079	38553961	+	4883	13
TraesCS1D02G058400	chr1D	38556872	38559581	-	2710	0
TraesCS1D02G058500	chr1D	38580585	38583291	-	2707	0
TraesCS1D02G058516	chr1D	38586885	38588340	-	1456	0
TraesCS1D02G058517	chr1D	38588340	38588844	-	505	0
TraesCS1D02G058600	chr1D	38655263	38657231	+	1969	0
TraesCS1D02G058700	chr1D	38656433	38659200	-	2768	0
TraesCS1D02G058800	chr1D	38726541	38730640	+	4100	0
TraesCS1D02G058900	chr1D	38780587	38790555	+	9969	0
TraesCS1D02G059000	chr1D	38906964	38912490	+	5527	0
TraesCS1D02G059100	chr1D	38916526	38918915	-	2390	0
TraesCS1D02G059200	chr1D	39286710	39292333	-	5624	6
TraesCS1D02G059300	chr1D	39648748	39654427	+	5680	0
TraesCS1D02G059400	chr1D	39672789	39674964	-	2176	0
TraesCS1D02G059500	chr1D	39789623	39792971	+	3349	0
TraesCS1D02G059600	chr1D	39867260	39872735	-	5476	0
TraesCS1D02G059700	chr1D	39943215	39948864	+	5650	0
TraesCS1D02G059800	chr1D	39948696	39950578	-	1883	0
TraesCS1D02G059900	chr1D	39998348	40000775	-	2428	0
TraesCS1D02G060000	chr1D	40165352	40168706	-	3355	0
TraesCS1D02G060100	chr1D	40228620	40230578	+	1959	0
TraesCS1D02G060300	chr1D	40244411	40246235	+	1825	0
TraesCS1D02G060400	chr1D	40433362	40435171	+	1810	0
TraesCS1D02G060500	chr1D	40597128	40600203	+	3076	1
TraesCS1D02G060600	chr1D	40795055	40797963	-	2909	5
TraesCS1D02G060700	chr1D	40874849	40879807	-	4959	0
TraesCS1D02G060800	chr1D	41155179	41158380	-	3202	0
TraesCS1D02G060900	chr1D	41299268	41302531	-	3264	0
TraesCS1D02G061000	chr1D	41318890	41323332	-	4443	0
TraesCS1D02G061100	chr1D	41505219	41511138	-	5920	5
TraesCS1D02G061200	chr1D	41564207	41566584	-	2378	0
TraesCS1D02G061300	chr1D	41589922	41591997	+	2076	0
TraesCS1D02G061400	chr1D	41596782	41599958	+	3177	0
TraesCS1D02G061500	chr1D	41717198	41722685	+	5488	0
TraesCS1D02G061600	chr1D	41749543	41753035	+	3493	0
TraesCS1D02G061700	chr1D	41755175	41757926	-	2752	0
TraesCS1D02G061800	chr1D	41765997	41767902	+	1906	0
TraesCS1D02G061900	chr1D	41822757	41824742	+	1986	0
TraesCS1D02G062000	chr1D	41826288	41828354	+	2067	0
TraesCS1D02G062100	chr1D	41868279	41870110	+	1832	0
TraesCS1D02G062200	chr1D	41914664	41916376	+	1713	0
TraesCS1D02G062300	chr1D	41988462	42006739	-	18278	0
TraesCS1D02G062400	chr1D	42272486	42274507	+	2022	0
TraesCS1D02G062500	chr1D	42344334	42346212	+	1879	0
TraesCS1D02G062600	chr1D	42512510	42524209	-	11700	0
TraesCS1D02G062700	chr1D	42699506	42712253	-	12748	0
TraesCS1D02G062800	chr1D	42759488	42765120	+	5633	12
TraesCS1D02G062900	chr1D	42844163	42845821	-	1659	0
TraesCS1D02G063000	chr1D	43123433	43128371	+	4939	7
TraesCS1D02G063059	chr1D	43178699	43180938	-	2240	0
TraesCS1D02G063100	chr1D	43232811	43234041	-	1231	0
TraesCS1D02G063200	chr1D	43234441	43236034	-	1594	0
TraesCS1D02G063300	chr1D	43236401	43237839	+	1439	0
TraesCS1D02G063400	chr1D	43274260	43283222	+	8963	0
TraesCS1D02G063500	chr1D	43306162	43307790	+	1629	0
TraesCS1D02G063600	chr1D	43823391	43825216	+	1826	0
TraesCS1D02G063700	chr1D	44275305	44277050	+	1746	0
TraesCS1D02G063800	chr1D	44310556	44311942	+	1387	0
TraesCS1D02G063900	chr1D	44629187	44630981	+	1795	0
TraesCS1D02G064000	chr1D	44640171	44642987	-	2817	2
TraesCS1D02G064100	chr1D	44643108	44648152	+	5045	0
TraesCS1D02G064200	chr1D	44647221	44651988	-	4768	0
TraesCS1D02G064300	chr1D	45078233	45079995	-	1763	0
TraesCS1D02G064500	chr1D	45485243	45492379	+	7137	0
TraesCS1D02G064600	chr1D	46096696	46099620	+	2925	0
TraesCS1D02G064700	chr1D	46180934	46185754	-	4821	0
TraesCS1D02G064800	chr1D	46324063	46326758	+	2696	0
TraesCS1D02G064900	chr1D	46334739	46337801	-	3063	0
TraesCS1D02G065000	chr1D	46391071	46397654	-	6584	0
TraesCS1D02G065100	chr1D	46442145	46450700	-	8556	0
TraesCS1D02G065200	chr1D	46452453	46464206	-	11754	0
TraesCS1D02G065300	chr1D	46630910	46635411	-	4502	0
TraesCS1D02G065400	chr1D	46643064	46644948	-	1885	0
TraesCS1D02G065500	chr1D	46920538	46924630	-	4093	0
TraesCS1D02G065600	chr1D	47308779	47317901	-	9123	0
TraesCS1D02G065700	chr1D	47319714	47323849	-	4136	0
TraesCS1D02G065900	chr1D	47648612	47652465	+	3854	0
TraesCS1D02G066000	chr1D	47706578	47717370	+	10793	20
TraesCS1D02G066100	chr1D	47872956	47880800	+	7845	0
TraesCS1D02G066200	chr1D	47878474	47879710	-	1237	0
TraesCS1D02G066300	chr1D	47880958	47883739	-	2782	0
TraesCS1D02G066400	chr1D	47933766	47936019	-	2254	0
TraesCS1D02G066500	chr1D	47986333	47990422	-	4090	0
TraesCS1D02G066600	chr1D	48020551	48024273	-	3723	0
TraesCS1D02G066700	chr1D	48380218	48402734	+	22517	0
TraesCS1D02G066800	chr1D	48401960	48404543	-	2584	0
TraesCS1D02G066900	chr1D	48450978	48455722	-	4745	0
TraesCS1D02G067000	chr1D	48456855	48463469	-	6615	0
TraesCS1D02G067100	chr1D	48862748	48866182	+	3435	0
TraesCS1D02G067200	chr1D	48884347	48887855	+	3509	0
TraesCS1D02G067300	chr1D	49109220	49111412	-	2193	0
TraesCS1D02G067351	chr1D	49232253	49234095	-	1843	0
TraesCS1D02G067400	chr1D	49412821	49418797	+	5977	20
TraesCS1D02G067500	chr1D	49418797	49423235	+	4439	36
TraesCS1D02G067600	chr1D	49422652	49426557	-	3906	0
TraesCS1D02G067605	chr1D	49423967	49425521	-	1555	0
TraesCS1D02G067617	chr1D	49435225	49437214	-	1990	0
TraesCS1D02G067703	chr1D	49573965	49575636	-	1672	0
TraesCS1D02G067708	chr1D	49575636	49576212	-	577	0
TraesCS1D02G067700	chr1D	49585636	49589839	+	4204	0
TraesCS1D02G067800	chr1D	49587697	49592890	-	5194	8
TraesCS1D02G067900	chr1D	49600061	49605450	+	5390	45
TraesCS1D02G067980	chr1D	49616991	49622367	+	5377	0
TraesCS1D02G068000	chr1D	49621394	49625189	-	3796	6
TraesCS1D02G068100	chr1D	49764689	49767146	+	2458	0
TraesCS1D02G068200	chr1D	49887990	49890180	+	2191	0
TraesCS1D02G068300	chr1D	49924754	49945033	+	20280	0
TraesCS1D02G068400	chr1D	49956041	49960033	+	3993	0
TraesCS1D02G068500	chr1D	49973175	49977365	+	4191	0
TraesCS1D02G068600	chr1D	50007422	50008490	+	1069	0
TraesCS1D02G068700	chr1D	50008490	50011254	+	2765	0
TraesCS1D02G068800	chr1D	50022574	50026338	+	3765	0
TraesCS1D02G068900	chr1D	50059092	50063441	+	4350	0
TraesCS1D02G069100	chr1D	50108611	50112797	+	4187	0
TraesCS1D02G069200	chr1D	50109368	50110642	-	1275	0
TraesCS1D02G069300	chr1D	50192345	50195739	+	3395	0
TraesCS1D02G069400	chr1D	50195277	50198162	-	2886	3
TraesCS1D02G069500	chr1D	50204687	50207315	-	2629	0
TraesCS1D02G069600	chr1D	50289239	50291961	-	2723	0
TraesCS1D02G069700	chr1D	50293151	50308146	-	14996	0
TraesCS1D02G069800	chr1D	50718578	50720259	-	1682	0
TraesCS1D02G069900	chr1D	50722570	50724539	-	1970	0
TraesCS1D02G070000	chr1D	50905770	50909065	+	3296	0
TraesCS1D02G070100	chr1D	50915584	50917012	-	1429	0
TraesCS1D02G070300	chr1D	50970071	50971577	+	1507	0
TraesCS1D02G070400	chr1D	51827702	51830173	-	2472	0
TraesCS1D02G070500	chr1D	51830173	51830506	-	334	0
TraesCS1D02G070600	chr1D	51831057	51832302	-	1246	0
TraesCS1D02G070700	chr1D	51832966	51834139	+	1174	0
TraesCS1D02G070800	chr1D	51864912	51866016	-	1105	0
TraesCS1D02G070900	chr1D	51866361	51867492	-	1132	0
TraesCS1D02G071000	chr1D	51869717	51870929	-	1213	0
TraesCS1D02G071100	chr1D	51876217	51877327	-	1111	0
TraesCS1D02G071200	chr1D	51877327	51877923	-	597	0
TraesCS1D02G071300	chr1D	51881408	51882986	+	1579	0
TraesCS1D02G071400	chr1D	51883462	51909565	+	26104	0
TraesCS1D02G071500	chr1D	51917189	51917503	+	315	0
TraesCS1D02G071600	chr1D	51917503	51918679	+	1177	0
TraesCS1D02G071700	chr1D	51922788	51923998	+	1211	0
TraesCS1D02G071800	chr1D	52338417	52346805	+	8389	0
TraesCS1D02G071900	chr1D	52350316	52352848	-	2533	0
TraesCS1D02G072000	chr1D	52357164	52361912	-	4749	18
TraesCS1D02G072100	chr1D	52567769	52572166	+	4398	0
TraesCS1D02G072200	chr1D	52574176	52577005	-	2830	0
TraesCS1D02G072300	chr1D	52658816	52665518	+	6703	0
TraesCS1D02G072400	chr1D	52717364	52718561	+	1198	0
TraesCS1D02G072500	chr1D	52736109	52738149	-	2041	22
TraesCS1D02G072600	chr1D	52974995	52977696	-	2702	0
TraesCS1D02G072700	chr1D	53230872	53236602	+	5731	0
TraesCS1D02G072800	chr1D	53256543	53262976	-	6434	21
TraesCS1D02G072900	chr1D	53378717	53381850	-	3134	1
TraesCS1D02G073000	chr1D	53868287	53871852	+	3566	0
TraesCS1D02G073100	chr1D	53963031	53967135	-	4105	27
TraesCS1D02G073200	chr1D	54196012	54198121	+	2110	0
TraesCS1D02G073300	chr1D	54337339	54341612	+	4274	0
TraesCS1D02G073400	chr1D	54630565	54632668	+	2104	0
TraesCS1D02G073500	chr1D	54904038	54912289	+	8252	0
TraesCS1D02G073600	chr1D	54911772	54920787	-	9016	0
TraesCS1D02G073700	chr1D	54924825	54927301	-	2477	0
TraesCS1D02G073800	chr1D	55208757	55213161	+	4405	0
TraesCS1D02G073900	chr1D	55409456	55412735	+	3280	85
TraesCS1D02G074000	chr1D	55413474	55415870	-	2397	0
TraesCS1D02G074100	chr1D	55421659	55428479	-	6821	0
TraesCS1D02G074200	chr1D	55610221	55611821	+	1601	0
TraesCS1D02G074300	chr1D	55654783	55661252	-	6470	18
TraesCS1D02G074400	chr1D	55667758	55671335	-	3578	0
TraesCS1D02G074500	chr1D	55891772	55898875	+	7104	44
TraesCS1D02G074600	chr1D	56425651	56429797	+	4147	116
TraesCS1D02G074700	chr1D	56426118	56430126	-	4009	0
TraesCS1D02G074800	chr1D	56527823	56530824	-	3002	0
TraesCS1D02G074900	chr1D	56607307	56610296	-	2990	0
TraesCS1D02G075100	chr1D	56872122	56875238	-	3117	0
TraesCS1D02G075200	chr1D	56886962	56889136	+	2175	0
TraesCS1D02G075300	chr1D	57297783	57299304	+	1522	0
TraesCS1D02G075400	chr1D	57315180	57317516	+	2337	0
TraesCS1D02G075500	chr1D	57476559	57478974	+	2416	22
TraesCS1D02G075600	chr1D	57498591	57506801	-	8211	0
TraesCS1D02G075700	chr1D	57954254	57962058	+	7805	0
TraesCS1D02G075800	chr1D	58444208	58446308	+	2101	0
TraesCS1D02G075900	chr1D	58448976	58451521	+	2546	1
TraesCS1D02G076000	chr1D	58451521	58454377	+	2857	0
TraesCS1D02G076100	chr1D	58513040	58516770	+	3731	0
TraesCS1D02G076200	chr1D	58517087	58521111	-	4025	26
TraesCS1D02G076300	chr1D	58570140	58576488	-	6349	0
TraesCS1D02G076400	chr1D	58620377	58622468	-	2092	0
TraesCS1D02G076500	chr1D	58624687	58628727	-	4041	0
TraesCS1D02G076600	chr1D	58756714	58759369	+	2656	0
TraesCS1D02G076700	chr1D	58761025	58763449	-	2425	0
TraesCS1D02G076800	chr1D	58763449	58764192	-	744	0
TraesCS1D02G076900	chr1D	58866016	58869987	-	3972	0
TraesCS1D02G077000	chr1D	58880547	58882575	-	2029	0
TraesCS1D02G077100	chr1D	58989366	58990761	-	1396	0
TraesCS1D02G077200	chr1D	59122203	59123877	-	1675	0
TraesCS1D02G077300	chr1D	59129120	59135806	+	6687	1
TraesCS1D02G077400	chr1D	59513558	59518250	+	4693	0
TraesCS1D02G077500	chr1D	59520077	59524592	+	4516	0
TraesCS1D02G077600	chr1D	59521811	59528496	-	6686	0
TraesCS1D02G077700	chr1D	59614907	59620367	-	5461	2
TraesCS1D02G077800	chr1D	59869677	59877592	+	7916	0
TraesCS1D02G077900	chr1D	59944922	59964026	+	19105	0
TraesCS1D02G078000	chr1D	59964482	59970569	-	6088	0
TraesCS1D02G078100	chr1D	60168290	60176338	-	8049	0
TraesCS1D02G078200	chr1D	60170086	60171442	-	1357	0
TraesCS1D02G078300	chr1D	60185867	60187253	+	1387	0
TraesCS1D02G078400	chr1D	60218127	60225032	-	6906	8
TraesCS1D02G078500	chr1D	60284740	60289183	+	4444	20
TraesCS1D02G078600	chr1D	60316834	60319526	+	2693	0
TraesCS1D02G078700	chr1D	60391843	60393952	-	2110	0
TraesCS1D02G078800	chr1D	60403299	60412599	-	9301	0
TraesCS1D02G078900	chr1D	60937645	60941363	-	3719	0
TraesCS1D02G079000	chr1D	61351750	61353241	+	1492	0
TraesCS1D02G079100	chr1D	61484733	61488412	+	3680	8
TraesCS1D02G079200	chr1D	61941770	61944237	-	2468	0
TraesCS1D02G079300	chr1D	61944237	61948262	-	4026	9
TraesCS1D02G079400	chr1D	62110497	62159844	+	49348	0
TraesCS1D02G079500	chr1D	62162411	62194945	-	32535	0
TraesCS1D02G079600	chr1D	62412095	62415162	+	3068	82
TraesCS1D02G079700	chr1D	62414699	62419644	-	4946	24
TraesCS1D02G079800	chr1D	62563846	62568689	+	4844	0
TraesCS1D02G079900	chr1D	62596371	62601353	-	4983	0
TraesCS1D02G080000	chr1D	62691716	62694208	+	2493	0
TraesCS1D02G080100	chr1D	62767592	62769945	+	2354	0
TraesCS1D02G080200	chr1D	62793539	62796283	+	2745	0
TraesCS1D02G080300	chr1D	62857757	62860553	+	2797	0
TraesCS1D02G080400	chr1D	62889675	62892218	+	2544	8
TraesCS1D02G080500	chr1D	62894659	62897016	+	2358	0
TraesCS1D02G080600	chr1D	62935652	62938110	+	2459	0
TraesCS1D02G080700	chr1D	63019394	63028512	-	9119	28
TraesCS1D02G080800	chr1D	63356965	63359345	+	2381	0
TraesCS1D02G080900	chr1D	63371854	63375775	+	3922	0
TraesCS1D02G081000	chr1D	63379339	63381549	-	2211	0
TraesCS1D02G081100	chr1D	63427204	63429794	-	2591	0
TraesCS1D02G081200	chr1D	63543497	63545849	+	2353	186
TraesCS1D02G081300	chr1D	63607612	63609784	+	2173	0
TraesCS1D02G081400	chr1D	63632014	63636488	+	4475	92
TraesCS1D02G081500	chr1D	63636126	63639283	-	3158	0
TraesCS1D02G081600	chr1D	63680763	63682074	-	1312	0
TraesCS1D02G081700	chr1D	63921152	63923326	-	2175	0
TraesCS1D02G081800	chr1D	63944650	63946660	+	2011	0
TraesCS1D02G081900	chr1D	63946774	63952271	-	5498	0
TraesCS1D02G082000	chr1D	64110886	64114481	-	3596	0
TraesCS1D02G082100	chr1D	64116306	64118952	-	2647	0
TraesCS1D02G082200	chr1D	64137723	64142375	-	4653	0
TraesCS1D02G082300	chr1D	64323696	64331409	+	7714	0
TraesCS1D02G082400	chr1D	64335489	64339446	+	3958	0
TraesCS1D02G082500	chr1D	64416145	64421396	-	5252	6
TraesCS1D02G082600	chr1D	64880077	64885760	-	5684	104
TraesCS1D02G082800	chr1D	65749517	65757964	+	8448	8
TraesCS1D02G082900	chr1D	66090297	66098039	+	7743	23
TraesCS1D02G083000	chr1D	66177910	66181026	+	3117	75
