# Program:featureCounts v1.6.0; Command:"/home/jqsun/local/bin/featureCounts" "-T" "1" "-s" "1" "-t" "gene" "-g" "ID" "-a" "/home/jqsun/research/data/genome/IWGSC_RefSeq_v1.1_CS/iwgsc_refseqv1.1_genes_2017July06/IWGSC_v1.1_HC_20170706.ext_1.0k.chrA.gff3" "-o" "20181109.A-TaeRS_1_Tae_RS1_1.chrA.counts.homeolog.txt" "20181109.A-TaeRS_1_Tae_RS1_1.chrA.homeolog.ref.bam" 
Geneid	Chr	Start	End	Strand	Length	20181109.A-TaeRS_1_Tae_RS1_1.chrA.homeolog.ref.bam
TraesCS1A02G041200	chr1A	22631942	22633157	+	1216	0
TraesCS1A02G041300	chr1A	22632431	22634135	-	1705	0
TraesCS1A02G041400	chr1A	22655561	22657221	-	1661	0
TraesCS1A02G041500	chr1A	22657694	22658945	+	1252	0
TraesCS1A02G041600	chr1A	22658754	22659984	-	1231	0
TraesCS1A02G041700	chr1A	22755453	22758185	+	2733	0
TraesCS1A02G041800	chr1A	22759287	22760874	-	1588	0
TraesCS1A02G041900	chr1A	22788173	22791342	-	3170	0
TraesCS1A02G042000	chr1A	22791957	22793505	+	1549	0
TraesCS1A02G042100	chr1A	22815707	22818738	-	3032	0
TraesCS1A02G042200	chr1A	22873732	22880480	-	6749	0
TraesCS1A02G042300	chr1A	23001987	23009737	-	7751	0
TraesCS1A02G042400	chr1A	23126368	23127988	+	1621	0
TraesCS1A02G042500	chr1A	23129035	23134088	-	5054	0
TraesCS1A02G042600	chr1A	23215843	23218316	-	2474	0
TraesCS1A02G042700	chr1A	23339466	23341670	+	2205	0
TraesCS1A02G042800	chr1A	23420851	23423572	+	2722	0
TraesCS1A02G042900	chr1A	23816232	23819172	+	2941	0
TraesCS1A02G043000	chr1A	23828429	23829911	+	1483	0
TraesCS1A02G043100	chr1A	23856568	23859030	+	2463	0
TraesCS1A02G043200	chr1A	23965033	23970147	-	5115	2
TraesCS1A02G043300	chr1A	24077190	24079148	+	1959	0
TraesCS1A02G043400	chr1A	24132681	24141137	+	8457	0
TraesCS1A02G043500	chr1A	24246271	24249353	+	3083	0
TraesCS1A02G043600	chr1A	24319202	24322534	+	3333	10
TraesCS1A02G043700	chr1A	24328043	24330138	+	2096	0
TraesCS1A02G043800	chr1A	24331148	24332501	+	1354	0
TraesCS1A02G043900	chr1A	24336654	24341722	+	5069	0
TraesCS1A02G044000	chr1A	24767088	24772266	+	5179	0
TraesCS1A02G044100	chr1A	24939941	24943497	+	3557	0
TraesCS1A02G044200	chr1A	24942572	24946478	-	3907	0
TraesCS1A02G044300	chr1A	25268424	25269891	-	1468	0
TraesCS1A02G044400	chr1A	25478523	25485325	-	6803	0
TraesCS1A02G044500	chr1A	25539196	25545346	+	6151	0
TraesCS1A02G044600	chr1A	25545346	25547110	+	1765	12
TraesCS1A02G044700	chr1A	25678192	25680091	-	1900	0
TraesCS1A02G044800	chr1A	25701413	25710162	+	8750	20
TraesCS1A02G044900	chr1A	25710162	25715282	+	5121	0
TraesCS1A02G045000	chr1A	25791245	25796227	+	4983	0
TraesCS1A02G045100	chr1A	25806822	25809480	+	2659	0
TraesCS1A02G045300	chr1A	26957795	26962687	-	4893	29
TraesCS1A02G045400	chr1A	26964566	26971307	-	6742	0
TraesCS1A02G045500	chr1A	27053357	27056618	-	3262	0
TraesCS1A02G045600	chr1A	27135368	27137349	-	1982	0
TraesCS1A02G045700	chr1A	27249156	27254937	+	5782	0
TraesCS1A02G045800	chr1A	27258231	27262032	+	3802	24
TraesCS1A02G045900	chr1A	27319608	27321896	+	2289	0
TraesCS1A02G046000	chr1A	27326246	27328996	+	2751	0
TraesCS1A02G046100	chr1A	27359181	27364332	+	5152	0
TraesCS1A02G046300	chr1A	27752743	27758377	+	5635	0
TraesCS1A02G046400	chr1A	28359781	28364801	-	5021	14
TraesCS1A02G046500	chr1A	28610241	28621653	+	11413	4
TraesCS1A02G046600	chr1A	28623296	28627864	+	4569	0
TraesCS1A02G046700	chr1A	28630097	28632780	+	2684	0
TraesCS1A02G046800	chr1A	28708159	28711773	+	3615	0
TraesCS1A02G046900	chr1A	28715139	28717569	-	2431	0
TraesCS1A02G047000	chr1A	28756074	28763216	-	7143	1
TraesCS1A02G047100	chr1A	28795960	28801191	-	5232	0
TraesCS1A02G047200	chr1A	29186383	29193077	+	6695	0
TraesCS1A02G047300	chr1A	29240127	29244235	-	4109	0
TraesCS1A02G047400	chr1A	29280019	29281854	+	1836	0
TraesCS1A02G047500	chr1A	29607628	29613226	+	5599	0
TraesCS1A02G047700	chr1A	29787459	29790010	+	2552	0
TraesCS1A02G048000	chr1A	29796504	29799640	+	3137	0
TraesCS1A02G048100	chr1A	29800306	29803574	+	3269	0
TraesCS1A02G048200	chr1A	29993438	29997447	+	4010	0
TraesCS1A02G048300	chr1A	30117845	30121916	+	4072	0
TraesCS1A02G048400	chr1A	30138544	30142245	-	3702	0
TraesCS1A02G048500	chr1A	30162788	30165924	-	3137	0
TraesCS1A02G048600	chr1A	30179974	30191054	+	11081	0
TraesCS1A02G048700	chr1A	30195596	30197675	-	2080	0
TraesCS1A02G048800	chr1A	30271800	30273120	+	1321	0
TraesCS1A02G048900	chr1A	30293166	30295059	-	1894	0
TraesCS1A02G049000	chr1A	30635157	30638406	-	3250	0
TraesCS1A02G049100	chr1A	30770909	30773077	-	2169	0
TraesCS1A02G049200	chr1A	30786033	30787626	-	1594	0
TraesCS1A02G049300	chr1A	30792888	30805600	-	12713	0
TraesCS1A02G049400	chr1A	30880179	30882003	+	1825	0
TraesCS1A02G049500	chr1A	31030094	31032449	-	2356	0
TraesCS1A02G049600	chr1A	31251424	31254526	-	3103	0
TraesCS1A02G049700	chr1A	31778440	31782938	+	4499	5
TraesCS1A02G049800	chr1A	31894803	31898016	+	3214	0
TraesCS1A02G049900	chr1A	31900507	31901863	-	1357	0
TraesCS1A02G050000	chr1A	31909345	31911038	+	1694	0
TraesCS1A02G050100	chr1A	32084707	32090178	+	5472	47
TraesCS1A02G050200	chr1A	32111053	32113972	+	2920	0
TraesCS1A02G050300	chr1A	32186072	32188086	+	2015	0
TraesCS1A02G050400	chr1A	32260043	32263299	+	3257	0
TraesCS1A02G050500	chr1A	32279860	32281302	-	1443	0
TraesCS1A02G050600	chr1A	32291317	32293106	+	1790	0
TraesCS1A02G050700	chr1A	32302130	32303932	+	1803	0
TraesCS1A02G050800	chr1A	32451297	32453090	+	1794	0
TraesCS1A02G050900	chr1A	32454117	32456183	+	2067	0
TraesCS1A02G051000	chr1A	32471235	32476408	-	5174	0
TraesCS1A02G051100	chr1A	32544945	32548585	+	3641	0
TraesCS1A02G051200	chr1A	32549428	32553583	+	4156	0
TraesCS1A02G051300	chr1A	32890600	32895593	+	4994	3
TraesCS1A02G051400	chr1A	32895825	32902535	+	6711	0
TraesCS1A02G051500	chr1A	33019233	33023457	+	4225	2
TraesCS1A02G051600	chr1A	33225677	33229752	-	4076	0
TraesCS1A02G051700	chr1A	33370767	33373636	+	2870	80
TraesCS1A02G051800	chr1A	33373330	33374973	-	1644	0
TraesCS1A02G051900	chr1A	33374973	33377767	-	2795	8
TraesCS1A02G052000	chr1A	33396501	33398955	-	2455	0
TraesCS1A02G052100	chr1A	34145866	34149852	-	3987	0
TraesCS1A02G052200	chr1A	34158622	34175068	+	16447	2
TraesCS1A02G052300	chr1A	34405139	34410005	-	4867	0
TraesCS1A02G052400	chr1A	34425461	34428079	+	2619	0
TraesCS1A02G052500	chr1A	34534324	34536078	+	1755	0
TraesCS1A02G052600	chr1A	34706319	34708072	-	1754	0
TraesCS1A02G052700	chr1A	34858821	34860574	-	1754	0
TraesCS1A02G052800	chr1A	34877981	34879756	+	1776	0
TraesCS1A02G052900	chr1A	34884342	34886197	-	1856	0
TraesCS1A02G053000	chr1A	34889955	34891701	-	1747	0
TraesCS1A02G053100	chr1A	34938460	34940230	-	1771	0
TraesCS1A02G053200	chr1A	35295615	35297621	-	2007	0
TraesCS1A02G053300	chr1A	35486005	35488282	+	2278	0
TraesCS1A02G053400	chr1A	35491194	35493444	+	2251	0
TraesCS1A02G053500	chr1A	35525794	35527586	+	1793	0
TraesCS1A02G053600	chr1A	35528837	35533835	+	4999	0
TraesCS1A02G053700	chr1A	35532835	35534934	+	2100	0
TraesCS1A02G053800	chr1A	35536206	35538473	+	2268	0
TraesCS1A02G054000	chr1A	35541718	35543825	-	2108	19
TraesCS1A02G054200	chr1A	35576373	35578714	-	2342	0
TraesCS1A02G054300	chr1A	35931964	35937127	+	5164	0
TraesCS1A02G054400	chr1A	35936734	35944326	-	7593	0
TraesCS1A02G054500	chr1A	36170530	36174659	-	4130	0
TraesCS1A02G054600	chr1A	36172789	36175008	+	2220	0
TraesCS1A02G054700	chr1A	36184900	36188335	-	3436	0
TraesCS1A02G054800	chr1A	36258371	36261308	-	2938	0
TraesCS1A02G054900	chr1A	36266235	36271054	-	4820	11
TraesCS1A02G055000	chr1A	36271325	36278601	+	7277	0
TraesCS1A02G055100	chr1A	36271054	36272082	-	1029	0
TraesCS1A02G055200	chr1A	36277601	36281199	-	3599	16
TraesCS1A02G055300	chr1A	36555323	36557600	+	2278	0
TraesCS1A02G055400	chr1A	36561933	36570908	+	8976	0
TraesCS1A02G055500	chr1A	36605149	36606299	+	1151	0
TraesCS1A02G055600	chr1A	36606299	36608276	+	1978	0
TraesCS1A02G055700	chr1A	36605802	36606873	-	1072	0
TraesCS1A02G055800	chr1A	36613172	36616621	+	3450	0
TraesCS1A02G055900	chr1A	36619347	36621713	-	2367	0
TraesCS1A02G056000	chr1A	36635890	36638974	+	3085	0
TraesCS1A02G056105	chr1A	36756279	36759989	+	3711	0
TraesCS1A02G056100	chr1A	36760839	36763635	-	2797	0
TraesCS1A02G056200	chr1A	36764924	36766338	-	1415	0
TraesCS1A02G056400	chr1A	36768724	36770407	-	1684	0
TraesCS1A02G056500	chr1A	36771140	36774424	-	3285	9
TraesCS1A02G056600	chr1A	36776373	36781640	+	5268	4
TraesCS1A02G056700	chr1A	36794163	36795789	+	1627	0
TraesCS1A02G056800	chr1A	36823911	36825339	+	1429	0
TraesCS1A02G056900	chr1A	36839920	36841861	+	1942	8
TraesCS1A02G057000	chr1A	37439847	37461883	+	22037	0
TraesCS1A02G057100	chr1A	37465850	37469260	+	3411	0
TraesCS1A02G057200	chr1A	37478206	37482881	+	4676	0
TraesCS1A02G057300	chr1A	37501130	37504986	-	3857	0
TraesCS1A02G057400	chr1A	37508895	37512267	-	3373	0
TraesCS1A02G057500	chr1A	37510298	37511492	+	1195	0
TraesCS1A02G057600	chr1A	37618290	37622853	-	4564	0
TraesCS1A02G057700	chr1A	38342191	38344819	-	2629	0
TraesCS1A02G057800	chr1A	38359265	38360954	+	1690	0
TraesCS1A02G057900	chr1A	38365744	38368653	-	2910	0
TraesCS1A02G058000	chr1A	38483393	38485543	-	2151	0
TraesCS1A02G058100	chr1A	38699172	38704725	+	5554	0
TraesCS1A02G058200	chr1A	38711994	38716061	+	4068	0
TraesCS1A02G058300	chr1A	38716933	38718693	-	1761	0
TraesCS1A02G058400	chr1A	38727807	38733500	-	5694	13
TraesCS1A02G058500	chr1A	39347700	39357763	-	10064	0
TraesCS1A02G058600	chr1A	39402527	39409383	+	6857	0
TraesCS1A02G058700	chr1A	39401991	39410027	-	8037	0
TraesCS1A02G058800	chr1A	39634757	39637187	-	2431	0
TraesCS1A02G058900	chr1A	39648614	39651876	-	3263	0
TraesCS1A02G059000	chr1A	39821961	39823785	+	1825	0
TraesCS1A02G059100	chr1A	39869474	39872241	-	2768	0
TraesCS1A02G059200	chr1A	39891912	39894955	-	3044	12
TraesCS1A02G059300	chr1A	40146850	40151816	-	4967	0
TraesCS1A02G059400	chr1A	40280184	40281621	+	1438	0
TraesCS1A02G059500	chr1A	40892389	40899032	+	6644	0
TraesCS1A02G059600	chr1A	40898115	40901290	-	3176	0
TraesCS1A02G059700	chr1A	40911033	40913652	-	2620	0
TraesCS1A02G059800	chr1A	40936257	40940082	-	3826	0
TraesCS1A02G059900	chr1A	41287460	41319768	-	32309	0
TraesCS1A02G060000	chr1A	41339141	41340639	-	1499	0
TraesCS1A02G060100	chr1A	41356284	41362423	-	6140	0
TraesCS1A02G060200	chr1A	41365887	41368490	-	2604	0
TraesCS1A02G060300	chr1A	41371976	41373533	+	1558	0
TraesCS1A02G060400	chr1A	41514649	41517514	-	2866	0
TraesCS1A02G060500	chr1A	41712135	41715118	+	2984	4
TraesCS1A02G060600	chr1A	41740301	41746063	+	5763	0
TraesCS1A02G060700	chr1A	41747501	41751050	+	3550	7
TraesCS1A02G060800	chr1A	41757210	41759420	-	2211	0
TraesCS1A02G060900	chr1A	41829435	41831506	+	2072	0
TraesCS1A02G061000	chr1A	41872732	41874515	+	1784	0
TraesCS1A02G061100	chr1A	41900965	41902385	+	1421	0
TraesCS1A02G061200	chr1A	41906108	41907887	+	1780	0
TraesCS1A02G061300	chr1A	41915709	41917210	+	1502	0
TraesCS1A02G061400	chr1A	41919073	41920883	+	1811	0
TraesCS1A02G061500	chr1A	42102966	42119100	-	16135	0
TraesCS1A02G061600	chr1A	42216457	42220780	-	4324	0
TraesCS1A02G061700	chr1A	42251606	42257435	+	5830	14
TraesCS1A02G061800	chr1A	42278404	42279919	-	1516	0
TraesCS1A02G061900	chr1A	42475682	42477283	+	1602	0
TraesCS1A02G062000	chr1A	42504024	42505283	-	1260	0
TraesCS1A02G062100	chr1A	42546063	42551350	+	5288	142
TraesCS1A02G062200	chr1A	42602254	42603901	-	1648	0
TraesCS1A02G062400	chr1A	42643126	42669396	+	26271	0
TraesCS1A02G062500	chr1A	42670658	42672830	+	2173	0
TraesCS1A02G062600	chr1A	42686173	42687822	+	1650	0
TraesCS1A02G062700	chr1A	42695416	42699084	+	3669	0
TraesCS1A02G062800	chr1A	42715494	42717695	+	2202	0
TraesCS1A02G062900	chr1A	42721261	42722834	+	1574	0
TraesCS1A02G063000	chr1A	42888135	42889434	+	1300	0
TraesCS1A02G063100	chr1A	43269734	43271502	-	1769	0
TraesCS1A02G063200	chr1A	43390541	43392029	-	1489	0
TraesCS1A02G063300	chr1A	44362599	44367067	-	4469	0
TraesCS1A02G063400	chr1A	44368582	44370833	-	2252	0
TraesCS1A02G063500	chr1A	44405439	44407943	-	2505	5
TraesCS1A02G063600	chr1A	44408101	44413013	+	4913	0
TraesCS1A02G063800	chr1A	45497142	45498411	-	1270	0
TraesCS1A02G064000	chr1A	45543088	45549553	+	6466	13
TraesCS1A02G064100	chr1A	45793606	45798826	+	5221	0
TraesCS1A02G064200	chr1A	45852839	45858080	-	5242	0
TraesCS1A02G064300	chr1A	46200009	46202525	-	2517	0
TraesCS1A02G064400	chr1A	46247399	46258251	-	10853	0
TraesCS1A02G064500	chr1A	46288343	46296502	-	8160	0
TraesCS1A02G064600	chr1A	46298890	46310369	-	11480	0
TraesCS1A02G064700	chr1A	46441567	46443778	+	2212	0
TraesCS1A02G064800	chr1A	47184808	47194404	-	9597	0
TraesCS1A02G064900	chr1A	47200867	47207696	-	6830	0
TraesCS1A02G065000	chr1A	47208815	47211960	-	3146	0
TraesCS1A02G065200	chr1A	47376568	47378105	-	1538	0
TraesCS1A02G065300	chr1A	47578260	47588723	+	10464	8
TraesCS1A02G065400	chr1A	47799453	47807227	+	7775	0
TraesCS1A02G065500	chr1A	47804904	47806140	-	1237	0
TraesCS1A02G065600	chr1A	47822749	47827916	-	5168	8
TraesCS1A02G065700	chr1A	48575894	48592514	+	16621	10
TraesCS1A02G065800	chr1A	48591864	48594183	-	2320	0
TraesCS1A02G065900	chr1A	48702230	48707143	-	4914	0
TraesCS1A02G066000	chr1A	48724007	48730230	-	6224	0
TraesCS1A02G066100	chr1A	48771094	48777849	+	6756	0
TraesCS1A02G066200	chr1A	48783668	48787472	+	3805	0
TraesCS1A02G066300	chr1A	48966062	48979589	+	13528	0
TraesCS1A02G066400	chr1A	48979589	48983811	+	4223	11
TraesCS1A02G066500	chr1A	48991816	48993388	-	1573	0
TraesCS1A02G066521	chr1A	48993388	48998857	-	5470	0
TraesCS1A02G066600	chr1A	48998857	48999728	-	872	0
TraesCS1A02G066700	chr1A	49096241	49101322	+	5082	0
TraesCS1A02G066800	chr1A	49098224	49103221	-	4998	5
TraesCS1A02G066900	chr1A	49149510	49155022	+	5513	26
TraesCS1A02G067000	chr1A	49245482	49251327	+	5846	0
TraesCS1A02G067100	chr1A	49246035	49247229	-	1195	0
TraesCS1A02G067200	chr1A	49250327	49254104	-	3778	3
TraesCS1A02G067300	chr1A	49269259	49289855	+	20597	0
TraesCS1A02G067400	chr1A	49293371	49298785	+	5415	0
TraesCS1A02G067462	chr1A	49301588	49302325	+	738	0
TraesCS1A02G067472	chr1A	49302325	49304620	+	2296	0
TraesCS1A02G067500	chr1A	49305054	49306620	+	1567	0
TraesCS1A02G067600	chr1A	49346641	49351652	+	5012	0
TraesCS1A02G067700	chr1A	49355113	49356130	+	1018	0
TraesCS1A02G067800	chr1A	49356130	49358254	+	2125	0
TraesCS1A02G067900	chr1A	49361011	49364692	+	3682	11
TraesCS1A02G068000	chr1A	49364311	49367228	-	2918	0
TraesCS1A02G068100	chr1A	49484546	49487661	-	3116	0
TraesCS1A02G068200	chr1A	49515730	49518411	-	2682	0
TraesCS1A02G068300	chr1A	49525825	49535943	-	10119	0
TraesCS1A02G068400	chr1A	49895641	49897878	-	2238	0
TraesCS1A02G068500	chr1A	49959688	49961536	-	1849	11
TraesCS1A02G068600	chr1A	49967321	49972213	+	4893	0
TraesCS1A02G068700	chr1A	49971817	49973452	-	1636	0
TraesCS1A02G068800	chr1A	50511541	50513089	+	1549	0
TraesCS1A02G068900	chr1A	50537726	50539888	-	2163	0
TraesCS1A02G069000	chr1A	50630574	50631948	-	1375	0
TraesCS1A02G069100	chr1A	50836517	50841064	-	4548	0
TraesCS1A02G069200	chr1A	50841537	50845185	-	3649	0
TraesCS1A02G069300	chr1A	51700021	51708185	+	8165	0
TraesCS1A02G069400	chr1A	52055090	52060042	-	4953	2
TraesCS1A02G069500	chr1A	52228530	52233086	+	4557	0
TraesCS1A02G069600	chr1A	52234911	52238246	-	3336	0
TraesCS1A02G069700	chr1A	52453835	52460566	+	6732	0
TraesCS1A02G069800	chr1A	52471905	52484350	+	12446	0
TraesCS1A02G069900	chr1A	52518641	52520791	-	2151	16
TraesCS1A02G070000	chr1A	52540443	52543008	+	2566	0
TraesCS1A02G070100	chr1A	52558623	52563522	-	4900	0
TraesCS1A02G070200	chr1A	53022367	53028095	+	5729	0
TraesCS1A02G070300	chr1A	53031274	53037595	-	6322	5
TraesCS1A02G070400	chr1A	53186274	53189460	-	3187	0
TraesCS1A02G070500	chr1A	53436194	53439543	+	3350	0
TraesCS1A02G070600	chr1A	53453198	53457285	-	4088	9
TraesCS1A02G070700	chr1A	53471544	53474048	+	2505	0
TraesCS1A02G070800	chr1A	53509357	53511453	+	2097	0
TraesCS1A02G070900	chr1A	53674142	53678477	+	4336	0
TraesCS1A02G071000	chr1A	53685330	53687430	+	2101	0
TraesCS1A02G071100	chr1A	53850045	53860233	+	10189	0
TraesCS1A02G071200	chr1A	53865089	53870197	+	5109	0
TraesCS1A02G071300	chr1A	53902909	53912680	-	9772	0
TraesCS1A02G071400	chr1A	53992672	53997512	-	4841	0
TraesCS1A02G071500	chr1A	54000806	54003679	+	2874	51
TraesCS1A02G071600	chr1A	54007577	54009363	-	1787	0
TraesCS1A02G071657	chr1A	54014302	54019064	-	4763	0
TraesCS1A02G071700	chr1A	54021014	54027441	-	6428	9
TraesCS1A02G071800	chr1A	54073821	54077829	-	4009	0
TraesCS1A02G072000	chr1A	54349175	54356250	+	7076	17
TraesCS1A02G072100	chr1A	54458835	54462788	+	3954	0
TraesCS1A02G072200	chr1A	54460054	54463277	-	3224	29
TraesCS1A02G072300	chr1A	56337275	56340680	+	3406	0
TraesCS1A02G072400	chr1A	56592449	56594745	+	2297	0
TraesCS1A02G072500	chr1A	56601206	56602499	+	1294	0
TraesCS1A02G072600	chr1A	56617368	56619763	+	2396	2
TraesCS1A02G072700	chr1A	56619439	56627879	-	8441	0
TraesCS1A02G072800	chr1A	56917864	56925080	+	7217	0
TraesCS1A02G072900	chr1A	57171831	57173955	-	2125	0
TraesCS1A02G072982	chr1A	57185413	57186109	+	697	0
TraesCS1A02G072986	chr1A	57186109	57189008	+	2900	0
TraesCS1A02G073000	chr1A	57189794	57192368	+	2575	0
TraesCS1A02G073100	chr1A	57192368	57195346	+	2979	0
TraesCS1A02G073200	chr1A	57204825	57208507	+	3683	0
TraesCS1A02G073300	chr1A	57208812	57212757	-	3946	26
TraesCS1A02G073400	chr1A	57301734	57307922	-	6189	1
TraesCS1A02G073500	chr1A	57389211	57394799	-	5589	0
TraesCS1A02G073600	chr1A	57397473	57399723	-	2251	0
TraesCS1A02G073700	chr1A	57402504	57404820	-	2317	0
TraesCS1A02G073800	chr1A	57404820	57405834	-	1015	0
TraesCS1A02G073900	chr1A	57634278	57636926	+	2649	8
TraesCS1A02G074000	chr1A	57637569	57639417	-	1849	0
TraesCS1A02G074100	chr1A	57679537	57681868	-	2332	0
TraesCS1A02G074200	chr1A	57747615	57750280	-	2666	0
TraesCS1A02G074300	chr1A	57757179	57759345	-	2167	0
TraesCS1A02G074400	chr1A	57763651	57770710	+	7060	0
TraesCS1A02G074800	chr1A	58123311	58126910	+	3600	3
TraesCS1A02G074900	chr1A	58167966	58170681	+	2716	0
TraesCS1A02G075000	chr1A	58169879	58178010	-	8132	6
TraesCS1A02G075100	chr1A	58198789	58204396	-	5608	0
TraesCS1A02G075200	chr1A	58287902	58292029	+	4128	0
TraesCS1A02G075300	chr1A	58368546	58370343	-	1798	0
TraesCS1A02G075400	chr1A	58479189	58480986	+	1798	0
TraesCS1A02G075500	chr1A	58480572	58484867	-	4296	0
TraesCS1A02G075600	chr1A	58701490	58717429	+	15940	0
TraesCS1A02G075700	chr1A	58747070	58753312	-	6243	0
TraesCS1A02G075800	chr1A	58839182	58845652	-	6471	0
TraesCS1A02G075900	chr1A	58860237	58861653	+	1417	0
TraesCS1A02G076000	chr1A	58901277	58908361	-	7085	11
TraesCS1A02G076100	chr1A	58931328	58935940	+	4613	29
TraesCS1A02G076200	chr1A	58946263	58948945	+	2683	0
TraesCS1A02G076300	chr1A	59111187	59112978	-	1792	0
TraesCS1A02G076400	chr1A	59129571	59138769	-	9199	0
TraesCS1A02G076500	chr1A	59212223	59216118	+	3896	0
TraesCS1A02G076700	chr1A	59506512	59510257	-	3746	0
TraesCS1A02G076800	chr1A	59510803	59512117	+	1315	0
TraesCS1A02G076900	chr1A	59613357	59617276	+	3920	19
TraesCS1A02G077000	chr1A	59840015	59842359	-	2345	0
TraesCS1A02G077100	chr1A	59848305	59849712	-	1408	0
TraesCS1A02G077200	chr1A	59855967	59860644	-	4678	9
TraesCS1A02G077300	chr1A	59950474	59953585	-	3112	0
TraesCS1A02G077400	chr1A	60197294	60200699	+	3406	0
TraesCS1A02G077500	chr1A	60351393	60354403	+	3011	23
TraesCS1A02G077600	chr1A	60353968	60358841	-	4874	0
TraesCS1A02G077700	chr1A	60537167	60541748	+	4582	26
TraesCS1A02G077800	chr1A	60735130	60739949	+	4820	0
TraesCS1A02G077900	chr1A	60802931	60805742	+	2812	0
TraesCS1A02G078000	chr1A	60808136	60810491	+	2356	0
TraesCS1A02G078100	chr1A	60953701	60956424	-	2724	0
TraesCS1A02G078200	chr1A	61008916	61011405	+	2490	0
TraesCS1A02G078300	chr1A	61025064	61028089	-	3026	0
TraesCS1A02G078400	chr1A	61032170	61034936	+	2767	0
TraesCS1A02G078500	chr1A	61125689	61129523	+	3835	0
TraesCS1A02G078600	chr1A	61341077	61343436	+	2360	0
TraesCS1A02G078700	chr1A	61383569	61391833	-	8265	0
TraesCS1A02G078800	chr1A	61575768	61578009	+	2242	30
TraesCS1A02G078900	chr1A	61713578	61715898	+	2321	0
TraesCS1A02G079000	chr1A	61716436	61718251	-	1816	0
TraesCS1A02G079100	chr1A	62009723	62010260	+	538	0
TraesCS1A02G079200	chr1A	62010260	62011532	+	1273	0
TraesCS1A02G079300	chr1A	62014082	62015939	+	1858	0
TraesCS1A02G079400	chr1A	62020323	62024237	-	3915	0
TraesCS1A02G079500	chr1A	62252376	62254809	-	2434	0
TraesCS1A02G079600	chr1A	62575512	62578222	+	2711	0
TraesCS1A02G079700	chr1A	62609729	62614213	+	4485	40
TraesCS1A02G079800	chr1A	62614089	62617255	-	3167	0
TraesCS1A02G079900	chr1A	62793172	62794483	-	1312	0
TraesCS1A02G080000	chr1A	63003799	63005566	-	1768	0
TraesCS1A02G080100	chr1A	63045956	63048438	+	2483	0
TraesCS1A02G080200	chr1A	63049622	63053515	-	3894	0
TraesCS1A02G080300	chr1A	63056503	63062305	-	5803	0
TraesCS1A02G080400	chr1A	63085057	63087196	-	2140	0
TraesCS1A02G080500	chr1A	63326891	63331958	-	5068	0
TraesCS1A02G080600	chr1A	63474812	63481063	-	6252	0
TraesCS1A02G080700	chr1A	63740495	63747947	-	7453	24
TraesCS1A02G081000	chr1A	63760684	63763335	-	2652	0
TraesCS1A02G081100	chr1A	63973289	63975238	-	1950	0
TraesCS1A02G081200	chr1A	64404585	64415503	+	10919	0
TraesCS1A02G081300	chr1A	64593510	64601216	+	7707	2
TraesCS1A02G081400	chr1A	64692229	64695087	+	2859	10
TraesCS1A02G081500	chr1A	64712219	64715464	-	3246	0
TraesCS1A02G081600	chr1A	64834537	64837007	-	2471	0
TraesCS1A02G081700	chr1A	64837564	64839988	-	2425	0
TraesCS1A02G081800	chr1A	64889102	64890386	-	1285	0
TraesCS1A02G081900	chr1A	64897127	64898525	+	1399	0
TraesCS1A02G082000	chr1A	65261477	65266307	+	4831	29
TraesCS1A02G082100	chr1A	65266307	65269355	+	3049	0
TraesCS1A02G082200	chr1A	65390963	65393451	-	2489	64
TraesCS1A02G082300	chr1A	65614817	65616636	-	1820	0
TraesCS1A02G082400	chr1A	65663418	65665808	+	2391	0
TraesCS1A02G082500	chr1A	65757591	65759654	-	2064	13
TraesCS1A02G082600	chr1A	65789413	65795583	-	6171	0
TraesCS1A02G082700	chr1A	65797876	65800185	-	2310	0
TraesCS1A02G082800	chr1A	65824484	65826077	+	1594	0
TraesCS1A02G082900	chr1A	65853549	65863756	-	10208	0
TraesCS1A02G083000	chr1A	66174940	66178799	+	3860	0
TraesCS1A02G083100	chr1A	66892110	66895637	+	3528	0
TraesCS1A02G083300	chr1A	67467268	67470443	+	3176	3
TraesCS1A02G083400	chr1A	67683225	67688269	+	5045	32
TraesCS1A02G083500	chr1A	67688154	67698715	-	10562	0
TraesCS1A02G083600	chr1A	67959741	67961244	-	1504	0
TraesCS1A02G083700	chr1A	68300422	68301858	-	1437	0
TraesCS1A02G083800	chr1A	68372656	68375317	-	2662	0
TraesCS1A02G083900	chr1A	68450747	68452481	+	1735	0
TraesCS1A02G084000	chr1A	69185813	69188206	-	2394	0
TraesCS1A02G084100	chr1A	69188206	69193336	-	5131	8
TraesCS1A02G084200	chr1A	69389436	69394941	-	5506	0
TraesCS1A02G084300	chr1A	70039014	70041337	-	2324	7
TraesCS1A02G084500	chr1A	70695360	70706174	+	10815	2
TraesCS1A02G084400	chr1A	70697339	70699419	-	2081	0
TraesCS1A02G084600	chr1A	70905359	70906661	-	1303	0
TraesCS1A02G084700	chr1A	70938569	70944770	-	6202	0
TraesCS1A02G084800	chr1A	71058897	71060199	-	1303	0
TraesCS1A02G084900	chr1A	71074742	71076608	-	1867	0
TraesCS1A02G085000	chr1A	71086176	71095753	-	9578	7
TraesCS1A02G085100	chr1A	71243463	71245011	-	1549	0
