CARHR207710	AT5G05550
CARHR264700	AT5G51820
CARHR246660	AT4G40010
CARHR161250	AT3G51640
CARHR025090	AT1G26870
CARHR193020	AT5G19855
CARHR165280	AT3G55280
CARHR200370	AT5G13100
CARHR245860	AT4G37460
CARHR255280	AT4G11300
CARHR261780	AT5G40320
CARHR210470	AT5G02860
CARHR103890	AT2G06850
CARHR107640	AT5G22610
CARHR266820	AT5G53660
CARHR207640	AT5G05640
CARHR267110	AT3G43250
CARHR226840	AT4G20040
CARHR114150	AT2G22840
CARHR252770	AT4G04770
CARHR050960	AT1G61500
CARHR191080	AT5G22450
CARHR104040	AT2G07340
CARHR128490	AT2G34410
CARHR044980	AT1G55325
CARHR040350	AT1G50300
CARHR243880	AT4G35540
CARHR241620	AT4G33520
CARHR104510	AT3G44350
CARHR261400	AT5G40580
CARHR227810	AT4G21215
CARHR277670	AT5G63750
CARHR099070	AT3G23140
CARHR027940	AT1G28440
CARHR195970	AT5G17240
CARHR278140	AT5G64220
CARHR265940	AT5G52975
CARHR051560	AT1G61130
CARHR180230	AT5G43380
CARHR235480	AT4G27750
CARHR095630	AT3G14630
CARHR224020	AT4G17420
CARHR151950	AT3G28917
CARHR063190	AT1G70100
CARHR219690	AT4G13800
CARHR077640	AT3G03600
CARHR119400	AT2G27080
CARHR224530	AT4G17800
CARHR196520	AT5G16680
CARHR194150	AT5G18840
CARHR139550	AT2G44380
CARHR198540	AT5G14770
CARHR123160	AT2G29940
CARHR037310	AT1G47310
CARHR052290	AT1G60640
CARHR011470	AT1G11240
CARHR192190	AT5G20610
CARHR021390	AT1G20925
CARHR232810	AT4G25400
CARHR264090	AT5G51340
CARHR159040	AT3G49960
CARHR164400	AT3G54500
CARHR283170	ATMG00910
CARHR141120	AT2G45850
CARHR030320	AT1G30840
CARHR097980	AT3G22120
CARHR030630	AT1G31160
CARHR075640	AT3G01340
CARHR279780	AT5G65780
CARHR020910	AT1G20460
CARHR121180	AT2G28260
CARHR128670	AT2G34580
CARHR124350	AT2G30870
CARHR027490	AT1G28040
CARHR017410	AT1G16910
CARHR100060	AT3G24140
CARHR017140	AT1G16680
CARHR135720	AT2G40610
CARHR280000	AT5G67590
CARHR135230	AT2G40190
CARHR161870	AT3G52130
CARHR241550	AT4G33470
CARHR165820	AT3G55720
CARHR100200	AT3G24030
CARHR294260	AT4G38530
CARHR013300	AT1G12950
CARHR070030	AT1G76470
CARHR269030	AT5G55710
CARHR001570	AT2G41610
CARHR188140	AT5G25320
CARHR224240	AT4G17540
CARHR080370	AT3G05910
CARHR069220	AT1G75800
CARHR219930	AT2G18193
CARHR202240	AT5G11050
CARHR119660	AT2G27180
CARHR234690	AT4G27040
CARHR222210	AT4G15450
CARHR199670	AT5G13770
CARHR222740	AT4G16370
CARHR218850	AT4G13310
CARHR187920	AT5G25475
CARHR288560	AT3G25700
CARHR230670	AT4G23330
CARHR243010	AT4G34710
CARHR199850	AT5G13590
CARHR140910	AT2G45690
CARHR163700	AT3G57010
CARHR214610	AT5G38130
CARHR195350	AT5G17820
CARHR214960	AT5G37800
CARHR014820	AT1G14380
CARHR221430	AT4G14860
CARHR225990	AT4G19110
CARHR290620	AT4G15980
CARHR065560	AT1G72640
CARHR199540	AT5G13890
CARHR229150	AT4G22260
CARHR001610	AT1G02305
CARHR258840	AT5G49890
CARHR136660	AT2G41530
CARHR047370	AT1G63830
CARHR209500	AT5G03790
CARHR291450	AT3G63520
CARHR105640	AT2G15270
CARHR110890	AT2G20362
CARHR009420	AT1G09450
CARHR189050	AT5G24370
CARHR150600	AT3G45290
CARHR064960	AT1G72130
CARHR176060	AT5G45900
CARHR102910	AT2G04890
CARHR266800	AT5G53620
CARHR102260	AT2G04400
CARHR001870	AT1G02560
CARHR068320	AT1G75010
CARHR034370	AT1G35580
CARHR050610	AT1G61730
CARHR276370	AT5G62580
CARHR207740	AT5G05530
CARHR235600	AT4G27900
CARHR241900	AT4G33810
CARHR206160	AT5G06980
CARHR285550	AT5G59080
CARHR083290	AT3G08950
CARHR276660	AT5G62865
CARHR112570	AT1G44080
CARHR196070	AT5G17160
CARHR267310	AT5G54110
CARHR153590	AT3G16080
CARHR284190	AT1G58320
CARHR093280	AT3G17950
CARHR139520	AT2G44360
CARHR080800	AT3G06300
CARHR272710	AT5G58782
CARHR070690	AT1G77220
CARHR168080	AT3G57760
CARHR143800	AT2G01270
CARHR024370	AT1G24090
CARHR139930	AT2G44710
CARHR264950	AT5G52020
CARHR060420	AT1G67790
CARHR000620	AT1G01720
CARHR147870	AT3G26782
CARHR229870	AT4G22840
CARHR153430	AT3G30340
CARHR071340	AT1G77855
CARHR124420	AT2G30920
CARHR091320	AT3G16160
CARHR078250	AT3G04120
CARHR071610	AT1G78150
CARHR246150	AT4G37760
CARHR138510	AT2G43420
CARHR270610	AT5G56870
CARHR281890	ATCG00140
CARHR084470	AT3G09960
CARHR018500	AT1G17890
CARHR276480	AT5G62680
CARHR197250	AT5G16060
CARHR142310	AT2G46960
CARHR020330	AT1G19835
CARHR129180	AT2G35020
CARHR076340	AT3G02360
CARHR279870	AT5G65870
CARHR076690	AT3G02690
CARHR137860	AT2G42780
CARHR208980	AT5G04310
CARHR158950	AT3G49870
CARHR275130	AT5G61370
CARHR035200	AT1G42560
CARHR015150	AT1G14660
CARHR004670	AT1G05200
CARHR106340	AT2G16050
CARHR009280	AT1G09320
CARHR210630	AT5G02750
CARHR246920	AT4G39790
CARHR070960	AT1G77440
CARHR251520	AT4G03090
CARHR176680	AT5G45390
CARHR042470	AT1G52340
CARHR000560	AT1G01760
CARHR235120	AT4G27440
CARHR291230	AT1G71450
CARHR272890	AT5G58950
CARHR078030	AT3G03910
CARHR285880	AT5G59510
CARHR028240	AT1G29030
CARHR171210	AT3G60820
CARHR126130	AT2G32300
CARHR253020	AT4G04490
CARHR008770	AT1G08845
CARHR136100	AT2G40990
CARHR218160	AT4G12830
CARHR271590	AT5G57850
CARHR175260	AT5G46470
CARHR057170	AT1G64950
CARHR170160	AT3G59820
CARHR281960	ATCG00270
CARHR250590	AT4G02400
CARHR174130	AT5G47230
CARHR254250	AT4G12010
CARHR164160	AT3G54240
CARHR058110	AT1G66140
CARHR174680	AT5G46800
CARHR168210	AT3G57910
CARHR277530	AT5G63650
CARHR240500	AT3G26480
CARHR041280	AT1G51220
CARHR249870	AT4G01897
CARHR145400	AT2G02980
CARHR052610	AT1G60440
CARHR240580	AT4G32610
CARHR194750	AT5G18310
CARHR191500	AT5G22030
CARHR259280	AT4G08170
CARHR276000	AT5G62220
CARHR039660	AT1G49620
CARHR085980	AT3G11430
CARHR008480	AT1G08580
CARHR198070	AT5G15240
CARHR114930	AT2G26150
CARHR053870	AT1G65070
CARHR102620	AT2G04690
CARHR196370	AT5G16790
CARHR117310	AT2G24610
CARHR095800	AT3G20210
CARHR129450	AT2G35300
CARHR039000	AT1G48990
CARHR088960	AT3G14100
CARHR238810	AT4G30920
CARHR092850	AT3G17520
CARHR232030	AT4G24640
CARHR235400	AT4G27670
CARHR170300	AT3G59980
CARHR271970	AT5G58160
CARHR110630	AT2G20110
CARHR174350	AT3G06570
CARHR042290	AT1G52155
CARHR077340	AT3G03305
CARHR046240	AT1G64670
CARHR049740	AT1G62330
CARHR147690	AT3G26680
CARHR032000	AT1G32550
CARHR089380	AT3G14400
CARHR143370	AT2G47990
CARHR157920	AT3G49080
CARHR103390	AT2G05810
CARHR041920	AT1G51760
CARHR023800	AT1G23350
CARHR249300	AT4G01030
CARHR107340	AT2G17020
CARHR169020	AT3G58630
CARHR175880	AT5G46050
CARHR121400	AT2G28440
CARHR082450	AT3G07740
CARHR192970	AT5G19890
CARHR248670	AT4G00520
CARHR281560	AT5G66180
CARHR027130	AT1G27530
CARHR236470	AT4G28700
CARHR182420	AT5G49220
CARHR072860	AT1G79230
CARHR076520	AT3G02520
CARHR072640	AT1G78980
CARHR186270	AT5G27760
CARHR079610	AT3G05270
CARHR196400	AT5G16760
CARHR155600	AT3G46950
CARHR127460	AT2G33450
CARHR187050	AT5G26360
CARHR073110	AT1G79450
CARHR237780	AT4G29870
CARHR265770	AT5G52840
CARHR100430	AT3G24330
CARHR006880	AT1G07170
CARHR289500	AT4G36540
CARHR025150	AT1G26790
CARHR025400	AT1G26570
CARHR006730	AT1G07040
CARHR123370	AT2G30070
CARHR059640	AT1G67190
CARHR261060	AT4G10060
CARHR131850	AT2G37690
CARHR008950	AT1G09060
CARHR003540	AT1G04210
CARHR227120	AT4G20300
CARHR011260	AT1G11070
CARHR159930	AT3G50420
CARHR273510	AT5G59900
CARHR088380	AT3G13672
CARHR263600	AT5G38960
CARHR019010	AT1G18410
CARHR082980	AT3G08680
CARHR057820	AT1G65920
CARHR082230	AT3G07550
CARHR236780	AT4G29040
CARHR160420	AT3G50870
CARHR012440	AT1G12070
CARHR160390	AT3G50845
CARHR062570	AT1G69620
CARHR090040	AT3G15080
CARHR147130	AT3G26120
CARHR284820	AT2G14835
CARHR278440	AT5G64490
CARHR068510	AT1G75180
CARHR007280	AT1G07510
CARHR222730	AT4G16360
CARHR007930	AT1G08125
CARHR259260	AT4G08150
CARHR165610	AT3G55550
CARHR006080	AT1G06470
CARHR141820	AT2G46500
CARHR255340	AT4G11240
CARHR099900	AT3G24240
CARHR202470	AT5G10820
CARHR251310	AT4G02940
CARHR216220	AT5G36890
CARHR255610	AT4G11010
CARHR137410	AT2G42360
CARHR141530	AT2G46260
CARHR037780	AT1G48140
CARHR059460	AT1G67050
CARHR048160	AT1G63250
CARHR021090	AT1G20630
CARHR162860	AT3G52960
CARHR204330	AT5G08650
CARHR150380	AT3G45220
CARHR222510	AT4G16150
CARHR252960	AT4G04540
CARHR088030	AT3G13420
CARHR108010	AT2G17720
CARHR288960	AT5G11210
CARHR096140	AT3G20430
CARHR126840	AT2G32900
CARHR218420	AT4G13050
CARHR076830	AT3G02820
CARHR090200	AT3G15210
CARHR087940	AT3G13330
CARHR112890	AT3G50100
CARHR040030	AT1G49980
CARHR036780	AT1G47240
CARHR145690	AT3G11810
CARHR026260	AT1G25275
CARHR262440	AT5G39790
CARHR036830	AT1G47271
CARHR124600	AT2G31070
CARHR101530	AT5G24050
CARHR275900	AT5G62130
CARHR125610	AT2G31900
CARHR096910	AT3G21070
CARHR156450	AT3G47770
CARHR202650	AT5G10660
CARHR101330	AT3G25050
CARHR120110	AT2G27460
CARHR218990	AT4G13410
CARHR120440	AT2G27740
CARHR264420	AT5G51660
CARHR041740	AT1G51590
CARHR086720	AT3G12145
CARHR114320	AT2G23190
CARHR074470	AT1G80010
CARHR084110	AT3G09690
CARHR130670	AT2G36370
CARHR260330	AT5G02900
CARHR050570	AT1G61770
CARHR002140	AT1G02820
CARHR151060	AT3G44910
CARHR040290	AT1G50200
CARHR020560	AT1G20080
CARHR137440	AT2G42390
CARHR096100	AT3G20390
CARHR081980	AT3G07330
CARHR012790	AT1G12500
CARHR073890	AT1G80630
CARHR075870	AT3G01175
CARHR234590	AT4G26980
CARHR223970	AT4G17360
CARHR065020	AT1G72170
CARHR036160	AT1G44960
CARHR017310	AT1G16840
CARHR234200	AT4G26620
CARHR134600	AT2G39750
CARHR085600	AT3G11020
CARHR064770	AT1G71940
CARHR208900	AT5G04410
CARHR150220	AT3G45470
CARHR154260	AT3G45900
CARHR229600	AT4G22670
CARHR185550	AT5G30510
CARHR060210	AT1G67630
CARHR103520	AT2G05910
CARHR087630	AT3G13062
CARHR000810	AT1G01550
CARHR038180	AT1G48580
CARHR231590	AT4G24180
CARHR162390	AT3G52580
CARHR114490	AT2G23070
CARHR021560	AT1G21090
CARHR016400	AT1G15880
CARHR095950	AT3G20300
CARHR016950	AT1G16480
CARHR220870	AT4G14620
CARHR184650	AT2G23960
CARHR157650	AT3G48830
CARHR167610	AT3G57410
CARHR203300	AT5G10010
CARHR099440	AT3G23540
CARHR012240	AT1G11910
CARHR195500	AT5G17680
CARHR065970	AT1G73000
CARHR061290	AT1G68510
CARHR223600	AT4G17040
CARHR193760	AT5G19190
CARHR105070	AT2G12462
CARHR161110	AT3G51540
CARHR212100	AT5G01740
CARHR176470	AT5G45550
CARHR193830	AT5G19120
CARHR082680	AT3G07940
CARHR265780	AT5G52850
CARHR282720	ATMG00210
CARHR069070	AT1G75680
CARHR162130	AT3G52370
CARHR074710	AT1G79770
CARHR285480	AT5G59120
CARHR162640	AT3G52760
CARHR098230	AT3G22330
CARHR280580	AT5G67070
CARHR207680	AT5G05600
CARHR113560	AT2G22330
CARHR279910	AT5G65910
CARHR028520	AT1G29250
CARHR143830	AT2G01300
CARHR104700	AT2G13810
CARHR255190	AT4G11380
CARHR141590	AT2G46310
CARHR239780	AT4G31850
CARHR002550	AT1G03250
CARHR271360	AT5G57590
CARHR197350	AT5G15950
CARHR075250	AT3G01670
CARHR117670	AT2G24390
CARHR146620	AT3G25640
CARHR237920	AT4G30000
CARHR071560	AT1G78100
CARHR173530	AT5G47800
CARHR247540	AT4G39190
CARHR083460	AT3G09085
CARHR031200	AT1G31860
CARHR031750	AT1G32370
CARHR109050	AT2G18460
CARHR279170	AT5G65230
CARHR146310	AT2G03980
CARHR047740	AT1G63610
CARHR169820	AT3G59420
CARHR225260	AT4G18430
CARHR130820	AT2G36530
CARHR126040	AT2G32250
CARHR213410	AT5G40970
CARHR245290	AT4G37210
CARHR176210	AT5G45770
CARHR089600	AT3G14620
CARHR136620	AT2G41500
CARHR077110	AT3G03090
CARHR240520	AT4G32551
CARHR091790	AT2G14710
CARHR123970	AT2G30520
CARHR133370	AT2G38695
CARHR293760	AT5G65010
CARHR138180	AT2G43110
CARHR014140	AT1G13740
CARHR207970	AT5G05280
CARHR128110	AT2G34030
CARHR189710	AT5G23850
CARHR225380	AT4G18530
CARHR171970	AT3G61660
CARHR043240	AT1G53025
CARHR249110	AT4G01190
CARHR087110	AT3G12600
CARHR092110	AT3G16850
CARHR134330	AT2G39460
CARHR142810	AT2G47420
CARHR201250	AT5G11910
CARHR061920	AT1G69050
CARHR126430	AT2G32580
CARHR188800	AT5G24660
CARHR029920	AT1G30510
CARHR158090	AT3G49250
CARHR029430	AT1G29965
CARHR035920	AT1G44414
CARHR136270	AT2G41180
CARHR015810	AT1G15280
CARHR227400	AT4G20850
CARHR163620	AT3G53720
CARHR070750	AT1G77270
CARHR013110	AT1G12800
CARHR070200	AT1G76640
CARHR157710	AT3G48900
CARHR023650	AT1G23200
CARHR157240	AT3G48480
CARHR023120	AT1G22760
CARHR234260	AT4G26660
CARHR091860	AT3G16620
CARHR292980	AT2G23350
CARHR169610	AT3G59220
CARHR071150	AT1G77640
CARHR027720	AT1G28230
CARHR221600	AT4G14965
CARHR127250	AT2G33250
CARHR018330	AT1G17720
CARHR014490	AT1G14110
CARHR121230	AT2G28310
CARHR014360	AT1G13990
CARHR005260	AT1G05760
CARHR017940	AT1G17345
CARHR163510	AT3G53590
CARHR230450	AT4G23240
CARHR190120	AT5G23390
CARHR025980	AT1G25480
CARHR076750	AT3G02740
CARHR283050	ATMG00690
CARHR274360	AT5G60680
CARHR250920	AT4G02630
CARHR137980	AT2G42910
CARHR153570	AT3G32930
CARHR004240	AT1G04850
CARHR226740	AT4G19970
CARHR158540	AT3G49530
CARHR164390	AT3G54490
CARHR220800	AT4G14580
CARHR246010	AT4G37630
CARHR185140	AT5G28530
CARHR201350	AT5G11810
CARHR172770	AT1G52490
CARHR172950	AT3G62680
CARHR008010	AT1G08180
CARHR133640	AT2G38910
CARHR008540	AT1G08630
CARHR126030	AT2G32240
CARHR078750	AT3G04570
CARHR014120	AT1G13730
CARHR175740	AT5G46110
CARHR125920	AT2G32150
CARHR200330	AT5G13140
CARHR168330	AT3G58010
CARHR260930	AT4G09960
CARHR281380	AT5G66330
CARHR088550	AT3G13784
CARHR276830	AT5G63030
CARHR142760	AT2G47360
CARHR239910	AT4G32010
CARHR072980	AT1G79330
CARHR250690	AT4G02425
CARHR236300	AT4G28520
CARHR146860	AT3G25890
CARHR239090	AT4G31180
CARHR068670	AT1G75330
CARHR066550	AT1G14070
CARHR272100	AT5G58290
CARHR106750	AT2G16530
CARHR084570	AT3G10070
CARHR014510	AT1G14120
CARHR240440	AT4G32520
CARHR133230	AT2G38550
CARHR152690	AT3G44200
CARHR106280	AT2G15960
CARHR014570	AT1G14170
CARHR046740	AT1G64185
CARHR093790	AT3G18430
CARHR024580	AT1G24190
CARHR209690	AT5G03610
CARHR143140	AT2G47770
CARHR205850	AT5G07300
CARHR032250	AT1G32928
CARHR171790	AT3G61450
CARHR200480	AT5G12980
CARHR209350	AT5G03905
CARHR053480	AT1G59720
CARHR048370	AT1G63140
CARHR111950	AT2G21120
CARHR088730	AT3G13920
CARHR155900	AT3G47190
CARHR144420	AT2G01860
CARHR094210	AT3G18800
CARHR022520	AT1G22170
CARHR160090	AT3G50580
CARHR138130	AT2G43060
CARHR017840	AT1G17230
CARHR126610	AT2G32720
CARHR072180	AT1G78650
CARHR137450	AT2G42395
CARHR137320	AT2G42270
CARHR280990	AT5G66730
CARHR196150	AT5G17020
CARHR026450	AT1G24620
CARHR224830	AT4G18060
CARHR274430	AT5G60750
CARHR012400	AT1G12040
CARHR122760	AT2G29470
CARHR093420	AT3G18110
CARHR073850	AT1G80670
CARHR241720	AT4G33625
CARHR135420	AT2G40330
CARHR180920	AT5G43070
CARHR231320	AT4G23910
CARHR235660	AT4G27960
CARHR024630	AT1G27210
CARHR283520	ATMG01350
CARHR077800	AT3G03750
CARHR074630	AT1G79860
CARHR189860	AT5G23690
CARHR136580	AT2G41460
CARHR083740	AT3G09370
CARHR236310	AT4G28530
CARHR130860	AT2G36570
CARHR236640	AT4G28850
CARHR066660	AT1G73610
CARHR039290	AT1G49300
CARHR236860	AT4G29130
CARHR072450	AT1G78870
CARHR294510	AT2G24765
CARHR072320	AT1G78780
CARHR127230	AT2G33220
CARHR040990	AT1G50950
CARHR228320	AT4G21610
CARHR223940	AT4G17330
CARHR022740	AT1G22380
CARHR007630	AT1G07820
CARHR268550	AT5G55190
CARHR110790	AT2G20300
CARHR081510	AT3G06890
CARHR058250	AT1G66350
CARHR232270	AT4G24860
CARHR203680	AT5G09730
CARHR135070	AT2G40100
CARHR109610	AT2G19090
CARHR182680	AT5G49030
CARHR170390	AT3G60080
CARHR008150	AT1G08300
CARHR134350	AT2G39480
CARHR147730	AT3G26710
CARHR073580	AT1G80890
CARHR165110	AT3G55090
CARHR256030	AT4G10550
CARHR174750	AT5G46750
CARHR251070	AT4G02730
CARHR019930	AT1G19340
CARHR273270	AT5G59700
CARHR282980	ATMG00610
CARHR041240	AT1G51200
CARHR149390	AT3G27880
CARHR249820	AT4G01860
CARHR280800	AT5G66870
CARHR249790	AT4G01810
CARHR191850	AT5G20990
CARHR185230	AT5G28640
CARHR066040	AT1G73066
CARHR066000	AT1G73030
CARHR040190	AT1G50140
CARHR099270	AT3G23300
CARHR028600	AT1G29280
CARHR211810	AT5G01430
CARHR223490	AT4G16850
CARHR246940	AT4G39770
CARHR203460	AT5G09880
CARHR170440	AT3G60130
CARHR093930	AT3G18560
CARHR004810	AT1G05320
CARHR110570	AT2G20060
CARHR246390	AT4G37980
CARHR236100	AT4G28365
CARHR049970	AT1G62150
CARHR188860	AT5G24590
CARHR161270	AT3G51670
CARHR136320	AT2G41230
CARHR013750	AT1G13380
CARHR101700	AT3G25400
CARHR245840	AT4G37445
CARHR107880	AT2G17650
CARHR249170	AT4G01120
CARHR210490	AT5G02840
CARHR123490	AT2G30170
CARHR113070	AT2G21990
CARHR097230	AT3G21300
CARHR098270	AT3G22380
CARHR024960	AT1G26945
CARHR171300	AT3G60910
CARHR264300	AT5G51520
CARHR107660	AT2G17500
CARHR097540	AT3G21580
CARHR104060	AT2G07560
CARHR099600	AT3G23640
CARHR218670	AT4G13200
CARHR284920	AT5G42310
CARHR278160	AT5G64250
CARHR197920	AT5G15390
CARHR124110	AT2G30630
CARHR040370	AT1G50360
CARHR020600	AT1G20110
CARHR173230	AT3G62940
CARHR233090	AT4G25650
CARHR247190	AT4G39540
CARHR073320	AT1G79590
CARHR079560	AT3G05220
CARHR025210	AT1G26750
CARHR291680	AT3G63270
CARHR155410	AT3G46830
CARHR293400	AT2G17110
CARHR275880	AT5G62090
CARHR208750	AT5G04520
CARHR188020	AT5G25425
CARHR208020	AT5G05220
CARHR059070	AT1G66910
CARHR206700	AT5G06490
CARHR254000	AT4G12240
CARHR080170	AT3G05720
CARHR226400	AT4G19610
CARHR192170	AT5G20635
CARHR275500	AT5G61740
CARHR232140	AT4G24760
CARHR252570	AT4G04955
CARHR281430	AT5G66280
CARHR166130	AT3G56060
CARHR074860	AT3G02065
CARHR036680	AT1G47128
CARHR153820	AT3G42850
CARHR287950	AT5G49525
CARHR128610	AT2G34520
CARHR233230	AT4G25780
CARHR135210	AT2G40180
CARHR017430	AT1G16920
CARHR195610	AT5G17570
CARHR020930	AT1G20480
CARHR233540	AT4G26020
CARHR135740	AT2G40630
CARHR083850	AT3G09440
CARHR161850	AT3G52120
CARHR109570	AT2G19050
CARHR017120	AT1G16650
CARHR286780	AT3G28510
CARHR001800	AT1G02475
CARHR274730	AT5G61020
CARHR013320	AT1G12980
CARHR255400	AT4G11175
CARHR165800	AT3G55700
CARHR001550	AT1G02260
CARHR188120	AT5G25380
CARHR119680	AT2G27190
CARHR080390	AT3G05930
CARHR275020	AT5G61270
CARHR274130	AT5G60470
CARHR098900	AT3G22960
CARHR069240	AT1G75820
CARHR240410	AT4G32490
CARHR237120	AT4G29330
CARHR144310	AT2G01740
CARHR144740	AT2G02100
CARHR222720	AT4G16350
CARHR192470	AT5G20370
CARHR192310	AT5G20500
CARHR108220	AT2G17800
CARHR102500	AT2G04570
CARHR219140	AT4G13510
CARHR252750	AT4G04780
CARHR279820	AT5G65810
CARHR065580	AT1G72660
CARHR195330	AT5G17840
CARHR005070	AT1G05577
CARHR224260	AT4G17560
CARHR167400	AT3G57220
CARHR055370	AT5G33340
CARHR173490	AT3G63170
CARHR258860	AT5G49840
CARHR158390	AT3G49430
CARHR122960	AT2G29640
CARHR105620	AT2G15230
CARHR138340	AT2G43250
CARHR037990	AT1G48380
CARHR085590	AT3G11000
CARHR014380	AT1G14010
CARHR025170	AT1G26770
CARHR101740	AT3G25440
CARHR277170	AT5G63320
CARHR003890	AT1G04550
CARHR172010	AT3G61700
CARHR279370	AT5G65400
CARHR021510	AT1G21065
CARHR259410	AT4G08320
CARHR145000	AT2G02450
CARHR056570	AT1G65080
CARHR150620	AT3G45275
CARHR239480	AT4G31600
CARHR207760	AT5G05510
CARHR260100	AT4G09040
CARHR148410	AT3G27200
CARHR030610	AT1G31130
CARHR141450	AT2G46170
CARHR050630	AT2G40050
CARHR141100	AT2G45830
CARHR030340	AT1G30850
CARHR142150	AT2G46810
CARHR112550	AT2G21600
CARHR206140	AT5G07010
CARHR035040	AT1G36390
CARHR031560	AT1G32190
CARHR185990	AT5G27390
CARHR146450	AT3G25540
CARHR198400	AT5G14930
CARHR086430	AT3G11900
CARHR272730	AT5G58787
CARHR125460	AT2G31790
CARHR064180	AT1G70900
CARHR184820	AT2G23790
CARHR275090	AT5G61330
CARHR010470	AT1G10330
CARHR234010	AT4G26450
CARHR139910	AT2G44700
CARHR256180	AT4G10465
CARHR270990	AT5G57200
CARHR218930	AT4G13360
CARHR294410	AT4G38690
CARHR024350	AT1G24050
CARHR147850	AT3G26780
CARHR285810	AT5G59440
CARHR071360	AT1G77870
CARHR280240	AT5G67370
CARHR091650	AT3G16440
CARHR091300	AT3G16140
CARHR157010	AT3G48250
CARHR084490	AT3G09980
CARHR133740	AT2G38995
CARHR207940	AT5G05300
CARHR018830	AT1G18270
CARHR201640	AT5G11580
CARHR118150	AT2G24140
CARHR184350	AT5G47830
CARHR100340	AT3G23930
CARHR011870	AT1G11580
CARHR161090	AT3G51510
CARHR014800	AT1G14360
CARHR221450	AT4G14920
CARHR132830	AT2G38240
CARHR015170	AT1G14670
CARHR137840	AT2G42760
CARHR015190	AT1G14685
CARHR142370	AT2G47000
CARHR035260	AT1G43020
CARHR189210	AT5G24290
CARHR240740	AT4G32750
CARHR070410	AT1G76900
CARHR158970	AT3G49890
CARHR266220	AT5G53150
CARHR285890	AT5G59520
CARHR207840	AT5G05390
CARHR004380	AT1G04970
CARHR093650	AT3G18290
CARHR056390	AT1G64990
CARHR193400	AT5G19500
CARHR000540	AT1G01780
CARHR194640	AT5G18390
CARHR205990	AT5G07150
CARHR179180	AT5G23470
CARHR234270	AT4G26670
CARHR130090	AT2G35810
CARHR078580	AT3G04400
CARHR217760	AT2G23580
CARHR182170	AT5G49360
CARHR266680	AT5G53540
CARHR113790	AT2G22590
CARHR030960	AT1G31440
CARHR071090	AT1G77580
CARHR008710	AT1G08790
CARHR175530	AT5G46250
CARHR057150	AT1G65480
CARHR209210	AT5G04060
CARHR002760	AT1G03380
CARHR018780	AT1G18200
CARHR286980	AT1G31600
CARHR171890	AT3G61580
CARHR039390	AT1G49380
CARHR005380	AT1G05835
CARHR220490	AT4G14305
CARHR164180	AT3G54260
CARHR058130	AT1G66230
CARHR009000	AT1G09130
CARHR046480	AT1G64450
CARHR279040	AT5G65130
CARHR004030	AT1G04650
CARHR109840	AT2G19390
CARHR115020	AT2G26200
CARHR231790	AT4G24380
CARHR089010	AT3G14150
CARHR205190	AT5G08000
CARHR179980	AT4G13890
CARHR052670	AT1G60390
CARHR261430	AT5G40550
CARHR280630	AT5G67030
CARHR224160	AT4G17490
CARHR257570	AT5G50760
CARHR276920	AT5G63090
CARHR153750	AT3G42790
CARHR233930	AT4G26370
CARHR123700	AT4G19910
CARHR191520	AT5G22010
CARHR246420	AT4G38000
CARHR063170	AT1G70070
CARHR015310	AT1G14770
CARHR200810	AT5G12300
CARHR239220	AT4G31340
CARHR171090	AT3G60690
CARHR198230	AT5G15090
CARHR020210	AT1G19690
CARHR075440	AT3G01510
CARHR088940	AT3G14080
CARHR243310	AT4G35030
CARHR224510	AT4G17785
CARHR129430	AT2G35270
CARHR043050	AT1G52825
CARHR076320	AT3G02340
CARHR278550	AT5G64580
CARHR096550	AT3G20730
CARHR151360	AT3G44710
CARHR205330	AT5G07860
CARHR143350	AT2G47960
CARHR143420	AT2G48030
CARHR077320	AT3G03290
CARHR046260	AT1G64650
CARHR205440	AT5G07710
CARHR134590	AT2G39740
CARHR013920	AT1G13590
CARHR264160	AT5G51430
CARHR232990	AT4G25570
CARHR032060	AT1G32630
CARHR256000	AT4G10600
CARHR255980	AT4G10610
CARHR023350	AT1G22970
CARHR003380	AT1G04030
CARHR107410	AT2G17300
CARHR169550	AT3G59150
CARHR028840	AT1G29470
CARHR023820	AT1G23380
CARHR249960	AT4G01720
CARHR178580	AT5G44530
CARHR041900	AT1G51745
CARHR098480	AT3G22590
CARHR276140	AT5G62360
CARHR189150	AT5G24314
CARHR099990	AT3G24200
CARHR082430	AT3G07720
CARHR184670	AT2G23970
CARHR027110	AT1G27510
CARHR236410	AT4G28630
CARHR022190	AT1G21830
CARHR072840	AT1G79190
CARHR091730	AT3G16520
CARHR072660	AT1G78995
CARHR186210	AT5G27690
CARHR170140	AT3G59800
CARHR001230	AT1G01230
CARHR254160	AT4G12070
CARHR290840	AT2G25920
CARHR006710	AT1G07020
CARHR006860	AT1G07150
CARHR073130	AT1G79470
CARHR077490	AT3G03460
CARHR151500	AT3G44680
CARHR235500	AT4G27780
CARHR131870	AT2G37678
CARHR013690	AT1G13310
CARHR067270	AT1G74110
CARHR291550	AT3G63410
CARHR235850	AT4G28140
CARHR086330	AT3G11773
CARHR292620	AT3G28345
CARHR244680	AT4G36290
CARHR232010	AT4G24620
CARHR227140	AT4G20320
CARHR074130	AT1G80380
CARHR049060	AT1G62780
CARHR003560	AT1G04230
