AT1G06190	CARHR005720
AT1G03730	CARHR003060
AT3G60250	CARHR170570
AT2G47470	CARHR142860
AT2G48120	CARHR124900
AT5G45160	CARHR177370
AT5G35735	CARHR216840
AT1G17180	CARHR017750
AT1G66860	CARHR059000
AT1G48690	CARHR038320
AT3G11110	CARHR085690
AT5G27620	CARHR186150
AT1G51080	CARHR041100
AT3G22910	CARHR098860
AT3G50690	CARHR160190
AT5G01770	CARHR212130
AT2G46870	CARHR142220
AT5G07410	CARHR205740
AT5G67330	CARHR280280
AT1G62340	CARHR049770
AT1G67190	CARHR059640
AT4G02830	CARHR251200
AT1G78960	CARHR060070
AT1G77710	CARHR071220
AT5G64250	CARHR278160
AT1G12800	CARHR013110
AT5G12120	CARHR201000
AT5G24800	CARHR188660
AT5G55130	CARHR268470
AT4G09820	CARHR260810
AT2G20630	CARHR111280
AT5G55135	CARHR268490
AT5G01280	CARHR211620
AT1G17450	CARHR018040
AT2G24270	CARHR117830
AT1G17455	CARHR018050
AT5G05770	CARHR207490
AT5G10860	CARHR202420
AT5G40670	CARHR261270
AT3G24515	CARHR100640
AT3G18230	CARHR093580
AT4G30996	CARHR238920
AT5G05900	CARHR207330
AT3G47660	CARHR156340
AT3G14560	CARHR089520
AT1G28100	CARHR027570
AT2G21725	CARHR149570
AT1G48520	CARHR100400
AT2G26270	CARHR115110
AT5G18840	CARHR194150
AT3G49840	CARHR158910
AT2G44310	CARHR139480
AT2G47990	CARHR143370
AT3G56270	CARHR166430
AT2G27000	CARHR119260
AT1G44191	CARHR035870
AT5G63650	CARHR277530
AT1G64640	CARHR046280
AT1G55740	CARHR045400
AT1G74650	CARHR067940
AT1G69230	CARHR062110
AT1G29850	CARHR029600
AT1G65480	CARHR057150
AT1G54960	CARHR284470
AT1G34270	CARHR033760
AT3G47910	CARHR156620
AT1G05080	CARHR175950
AT1G65590	CARHR057340
AT4G28210	CARHR235920
AT2G46250	CARHR141520
AT5G46130	CARHR175720
AT3G46780	CARHR154880
AT5G44250	CARHR178980
AT3G53720	CARHR163620
AT4G16580	CARHR223080
AT1G45110	CARHR036210
AT3G14690	CARHR089640
AT4G22910	CARHR229950
AT2G29370	CARHR122660
AT5G44700	CARHR178200
AT2G16365	CARHR106580
AT5G67340	CARHR280270
AT3G54900	CARHR164890
AT2G45360	CARHR140570
AT4G37760	CARHR246150
AT4G26210	CARHR233760
AT3G21600	CARHR097570
AT3G44290	CARHR104580
AT3G23805	CARHR099800
AT3G58030	CARHR168350
AT3G01960	CARHR075000
AT3G05420	CARHR079760
AT1G31220	CARHR030700
AT5G44290	CARHR178900
AT3G01740	CARHR075180
AT4G30010	CARHR237930
AT5G65490	CARHR279470
AT4G21070	CARHR227660
AT2G16520	CARHR207890
AT4G12340	CARHR253910
AT4G19870	CARHR225340
AT2G05810	CARHR103390
AT3G53020	CARHR162910
AT1G10400	CARHR010540
AT3G56050	CARHR166120
AT1G30570	CARHR030020
AT4G04870	CARHR252700
AT2G29140	CARHR007240
AT4G35720	CARHR244050
AT2G25570	CARHR115770
AT5G54510	CARHR267790
AT1G12663	CARHR035990
AT3G20320	CARHR095970
AT1G16320	CARHR016790
AT3G20450	CARHR096190
AT1G21700	CARHR022060
AT3G60880	CARHR171280
AT4G37580	CARHR245970
AT3G52990	CARHR162880
AT2G41820	CARHR136900
AT5G57330	CARHR271120
AT5G01480	CARHR221510
AT3G13510	CARHR088180
AT2G39900	CARHR134820
AT2G26440	CARHR118350
AT1G23560	CARHR023990
AT2G43750	CARHR138930
AT5G42960	CARHR181060
AT2G36250	CARHR130520
AT3G19940	CARHR095470
AT5G13840	CARHR199590
AT3G15610	CARHR090700
AT2G37195	CARHR131710
AT1G24070	CARHR024360
AT1G11860	CARHR012170
AT5G52420	CARHR265410
AT3G21580	CARHR097540
AT3G54190	CARHR164090
AT5G45510	CARHR176510
AT5G20950	CARHR191890
AT1G50240	CARHR040300
AT5G04885	CARHR208390
AT4G32070	CARHR239980
AT5G19550	CARHR193350
AT3G54440	CARHR164340
AT1G71970	CARHR064790
AT5G18780	CARHR194210
AT5G62940	CARHR276750
AT5G02730	CARHR210650
AT5G57480	CARHR271260
AT2G45750	CARHR141000
AT4G18450	CARHR225280
AT2G30410	CARHR123850
AT2G20840	CARHR111570
AT2G20330	CARHR110860
AT2G23810	CARHR184840
AT3G07940	CARHR082680
AT3G57230	CARHR167420
AT5G11160	CARHR202140
AT3G58300	CARHR168660
AT2G16270	CARHR106490
AT4G27890	CARHR027440
AT2G34560	CARHR128650
AT3G05930	CARHR080390
AT3G05935	CARHR080400
AT3G11840	CARHR086390
AT3G05936	CARHR080410
AT4G33910	CARHR242000
AT3G20170	CARHR095760
AT3G06520	CARHR081070
AT2G32740	CARHR126630
AT2G37990	CARHR132550
AT5G13150	CARHR200320
ATMG00850	CARHR283120
AT5G01510	CARHR211870
AT5G22030	CARHR191500
AT5G16280	CARHR197030
AT4G35180	CARHR243500
AT4G39400	CARHR247310
AT3G60300	CARHR170620
AT2G38465	CARHR133150
AT2G38460	CARHR133140
AT3G48140	CARHR156860
AT1G24480	CARHR026650
AT2G30670	CARHR124160
AT5G19330	CARHR193630
AT5G27200	CARHR185800
AT5G19880	CARHR192980
AT1G24485	CARHR026640
AT1G31480	CARHR287040
AT2G16600	CARHR106810
AT4G16430	CARHR222800
AT1G70590	CARHR063810
AT4G20790	CARHR227330
AT3G52370	CARHR162130
AT4G05330	CARHR252220
AT2G25310	CARHR116210
AT2G28540	CARHR121550
AT1G69260	CARHR062150
AT4G19420	CARHR226210
AT3G16600	CARHR091850
AT1G11310	CARHR011560
AT3G58750	CARHR169140
AT4G25790	CARHR233240
AT4G25820	CARHR233270
AT3G26180	CARHR147210
AT3G05760	CARHR080230
AT4G14160	CARHR220190
AT2G12462	CARHR105070
AT4G34050	CARHR242190
AT4G14165	CARHR283650
AT3G19615	CARHR095070
AT3G12170	CARHR086750
AT1G04110	CARHR003450
AT1G20030	CARHR020510
AT1G72440	CARHR065370
AT4G40010	CARHR246660
AT4G15560	CARHR289970
AT1G24735	CARHR026380,CARHR026410
AT1G33080	CARHR032400
AT4G11660	CARHR254710
AT4G19410	CARHR226200
AT1G60850	CARHR051870
AT5G28900	CARHR185380
AT1G01540	CARHR000820
AT1G72990	CARHR065960
AT1G56010	CARHR045740
AT2G03880	CARHR146270
AT1G53560	CARHR043810
AT5G37800	CARHR214960
AT3G54070	CARHR158190
AT3G61500	CARHR171840
AT5G18680	CARHR194320
AT3G61850	CARHR172180
AT3G62660	CARHR172930
AT1G69120	CARHR062020
AT1G70620	CARHR063850
AT1G62260	CARHR049870
AT5G45410	CARHR176660
ATCG00750	CARHR282240
AT2G36480	CARHR130780
AT1G25280	CARHR026240
AT1G14360	CARHR014800
AT1G61105	CARHR051660
AT2G42950	CARHR138010
AT1G61100	CARHR051670
AT5G39200	CARHR263210
AT3G02460	CARHR076430
AT4G36940	CARHR245570
AT1G73820	CARHR066900
AT1G47260	CARHR036810
AT3G09240	CARHR083580
AT3G16690	CARHR000070
AT1G65620	CARHR057400
AT2G32810	CARHR126760
AT5G14230	CARHR199110
AT5G67150	CARHR280500
AT5G08400	CARHR204640
AT1G48060	CARHR037850
AT3G06300	CARHR080800
AT1G05460	CARHR004950
AT5G64500	CARHR278460
AT1G72190	CARHR065050
AT4G38540	CARHR294270
AT1G15410	CARHR015960
AT3G29290	CARHR153970
AT1G15940	CARHR016450
AT1G15415	CARHR015970
AT3G22740	CARHR098590
AT4G01430	CARHR250250
AT5G11550	CARHR201670
AT3G07890	CARHR082620
AT1G04840	CARHR004230
AT1G67850	CARHR060490
AT2G30933	CARHR124440
AT3G26160	CARHR147200
AT2G31100	CARHR124690
AT1G50910	CARHR040960
AT2G36730	CARHR131090
AT1G78770	CARHR072310
AT5G58840	CARHR272770
AT1G26390	CARHR025550
AT5G48130	CARHR184210
AT3G02680	CARHR076680
AT1G18060	CARHR018640
AT5G54400	CARHR267680
ATCG00820	CARHR282280
AT5G26910	CARHR186660
AT2G40840	CARHR135960
ATMG00980	CARHR283240
AT1G22880	CARHR023230
AT1G22550	CARHR022920
AT2G14900	CARHR105390
AT3G59470	CARHR169850
AT2G21520	CARHR112450
AT5G11950	CARHR201180
AT3G48720	CARHR157470
AT5G60870	CARHR274550
AT4G35985	CARHR244370
AT1G69800	CARHR062870
AT3G50740	CARHR160250
AT4G20310	CARHR227130
AT2G38880	CARHR133610
AT3G56410	CARHR166540
AT1G43560	CARHR035380
AT4G02640	CARHR250940
AT4G31400	CARHR239280
AT2G15270	CARHR105640
AT5G08050	CARHR205130
AT1G32930	CARHR032260
AT4G30800	CARHR238640
AT3G07110	CARHR081710
AT1G02010	CARHR000350
ATCG01010	CARHR212490
AT3G57240	CARHR167450
AT3G17780	CARHR093130
AT4G32660	CARHR240630
AT5G07090	CARHR206050
AT3G05545	CARHR079940
AT1G55530	CARHR045210
AT3G46890	CARHR155510
AT1G55240	CARHR044890
AT5G64170	CARHR278080
AT1G14890	CARHR015430
AT1G55535	CARHR045220
AT2G40120	CARHR135130
AT2G01260	CARHR143790
AT1G64030	CARHR046970
AT4G36750	CARHR245100
AT3G11820	CARHR086370
AT3G12820	CARHR087350
AT3G03330	CARHR077370
AT4G08160	CARHR259270
AT5G37478	CARHR215480
AT1G03940	CARHR003280
AT4G23630	CARHR231000
AT1G22770	CARHR023130
AT4G23320	CARHR057450
AT1G72360	CARHR065270
AT3G10970	CARHR085550
AT1G33330	CARHR032780
AT1G13320	CARHR013700
AT3G07650	CARHR082350
AT1G68610	CARHR061410
AT1G62750	CARHR049090
AT3G04300	CARHR078480
AT1G67500	CARHR060080
AT3G04870	CARHR079140
ATMG01170	CARHR283400
AT5G50310	CARHR258240
AT2G01900	CARHR144470
AT2G44660	CARHR139870
AT2G01905	CARHR144480
ATMG00290	CARHR287140
AT1G12320	CARHR012620
AT1G32060	CARHR031410
AT3G22060	CARHR097920
AT1G26700	CARHR025260
AT2G03250	CARHR145580
AT3G16840	CARHR092100
AT5G52340	CARHR265300
AT3G23160	CARHR099090
AT5G67070	CARHR280580
AT3G25060	CARHR101340
AT5G14900	CARHR198440
AT3G56880	CARHR167030
AT1G04340	CARHR003660
AT3G05650	CARHR080100
AT3G54510	CARHR164410
AT4G18425	CARHR225250
AT4G01200	CARHR249100
AT2G47860	CARHR143260
AT1G09430	CARHR009400
AT2G32100	CARHR125900
AT1G17840	CARHR018450
AT1G17665	CARHR018270
AT5G01070	CARHR211390
AT3G24740	CARHR101070
AT3G03150	CARHR077170
AT4G03820	CARHR253450
AT5G35380	CARHR217400
AT5G17220	CARHR195990
AT5G40510	CARHR261470
AT5G45700	CARHR176270
AT3G20840	CARHR096710
AT3G25830	CARHR146780
AT3G20660	CARHR096470
AT5G07050	CARHR206100
AT1G16130	CARHR016640
AT1G49000	CARHR039030
AT5G60810	CARHR274490
AT2G32240	CARHR126030
AT2G22760	CARHR114040
AT4G13840	CARHR219750
AT1G59870	CARHR053210
AT2G19500	CARHR109940
AT3G27090	CARHR148310
AT3G15570	CARHR090650
AT2G44100	CARHR139260
AT1G27110	CARHR024790
AT3G08790	CARHR083110
AT5G47200	CARHR174160
AT1G23060	CARHR023440
AT1G54115	CARHR044460
AT2G21940	CARHR113020
AT5G61140	CARHR274830
AT2G35900	CARHR130150
AT4G37980	CARHR246390
AT5G53750	CARHR266900
AT3G59680	CARHR170050
AT3G55160	CARHR165190
AT1G72630	CARHR065550
AT2G38970	CARHR133730
AT3G26600	CARHR147610
AT5G56440	CARHR270040
AT1G43980	CARHR035750
AT2G43310	CARHR138400
AT5G35840	CARHR216760
AT1G72140	CARHR064990
AT1G29640	CARHR028960
AT1G53360	CARHR219450
AT5G21920	CARHR191620
AT3G18190	CARHR093520
AT3G01085	CARHR075970
AT1G11670	CARHR011980
AT2G25080	CARHR116630
AT5G48960	CARHR284570
AT3G01080	CARHR075980
AT5G64660	CARHR278630
AT2G37080	CARHR131590
AT4G33050	CARHR241060
AT1G72660	CARHR065580
AT2G47310	CARHR142700
AT5G55580	CARHR268890
AT3G54010	CARHR163910
AT1G57870	CARHR054290
AT2G37050	CARHR131550
AT1G74210	CARHR067470
AT3G22240	CARHR098150
AT1G27070	CARHR024830
AT1G03055	CARHR002400
AT1G03050	CARHR002390
AT5G13300	CARHR200140
AT1G65900	CARHR057790
AT1G74900	CARHR068220
AT1G54370	CARHR046050
AT5G65390	CARHR279360
AT4G21240	CARHR001440
AT1G13810	CARHR014200
AT5G43030	CARHR149020
AT1G71360	CARHR064640
AT4G12130	CARHR254050
AT5G01310	CARHR211670
AT3G11990	CARHR086550
AT3G53900	CARHR163810
AT5G53830	CARHR266970
AT2G03505	CARHR145850
AT4G02150	CARHR250330
AT1G06660	CARHR006330
AT2G04220	CARHR102090
AT2G02100	CARHR144740
AT1G07530	CARHR007300
AT1G07820	CARHR007630
AT4G27950	CARHR235640
AT4G14305	CARHR220490
AT4G13510	CARHR219140
AT3G01220	CARHR075820
AT3G01550	CARHR075370
AT1G69900	CARHR062980
AT1G07280	CARHR007000
AT3G63510	CARHR291460
AT4G34360	CARHR242410
AT1G11410	CARHR011670
AT3G57040	CARHR167230
AT1G78170	CARHR071630
AT2G42360	CARHR137410
AT2G04842	CARHR102830
AT5G47800	CARHR173530
AT5G26667	CARHR187020
AT5G55360	CARHR268700
AT3G47050	CARHR155670
AT1G79560	CARHR073220
AT5G15860	CARHR197450
AT3G19700	CARHR095180
AT1G30960	CARHR030500
AT5G06270	CARHR206990
AT2G24680	CARHR117180
AT3G14225	CARHR089130
AT4G04880	CARHR252690
AT3G14730	CARHR089670
AT3G14220	CARHR089120
AT5G62440	CARHR276240
AT5G06240	CARHR206940
AT2G36900	CARHR131380
AT5G04990	CARHR208270
AT1G80660	CARHR073860
AT5G15180	CARHR198130
AT1G07750	CARHR007580
AT1G70100	CARHR063190
AT5G07310	CARHR205840
AT5G12260	CARHR200840
AT5G03610	CARHR209690
AT1G78280	CARHR071750
AT5G03345	CARHR210000
AT5G48950	CARHR284600
AT4G10890	CARHR255730
AT2G27810	CARHR120510
AT4G28150	CARHR235860
AT1G75520	CARHR068920
AT1G74590	CARHR067860
AT2G38670	CARHR133340
AT3G28710	CARHR151640
AT1G34420	CARHR033850
AT5G61850	CARHR275620
AT2G35020	CARHR129180
AT2G29550	CARHR122890
AT1G68050	CARHR060710
AT4G02930	CARHR251300
AT5G07890	CARHR205310
AT5G05990	CARHR207220
AT3G56430	CARHR166560
AT2G30080	CARHR123380
AT2G29080	CARHR122360
AT4G25570	CARHR232990
AT4G37930	CARHR246350
AT5G62620	CARHR276400
AT5G27470	CARHR289470
AT5G57620	CARHR271380
AT4G39952	CARHR246740
AT3G44120	CARHR099980
AT1G80840	CARHR073630
AT5G59220	CARHR285320
AT4G38410	CARHR294140
AT4G38940	CARHR247830
AT4G34910	CARHR243180
AT3G55500	CARHR165550
ATCG00340	CARHR282000
AT4G00080	CARHR248120
AT5G57060	CARHR270820
AT1G20930	CARHR021400
AT5G45620	CARHR176400
AT3G56310	CARHR166460
AT1G30210	CARHR029220
AT3G53760	CARHR163650
AT4G04210	CARHR253300
AT1G47670	CARHR037300
AT5G22900	CARHR190630
AT4G08940	CARHR259950
AT2G13100	CARHR105110
AT4G30580	CARHR238450
AT3G48550	CARHR157350
AT1G10230	CARHR010350
AT4G36540	CARHR289500
AT1G08440	CARHR008320
AT1G21510	CARHR021870
AT2G45320	CARHR140520
AT4G39090	CARHR247660
AT4G30140	CARHR238040
AT1G60190	CARHR052760
AT1G60620	CARHR052350
AT1G29390	CARHR028720
AT1G61270	CARHR160450
ATMG00730	CARHR283070
AT1G01970	CARHR000380
AT3G17420	CARHR092740
AT2G43410	CARHR138490
AT2G43940	CARHR139110
AT5G09820	CARHR203580
AT2G43945	CARHR139120
AT5G43610	CARHR179040
AT5G36290	CARHR216450
AT5G46040	CARHR175890
AT1G26090	CARHR025840
AT2G17640	CARHR107840
AT3G02850	CARHR076860
AT3G19130	CARHR094540
AT1G04250	CARHR003580
AT4G14200	CARHR220270
AT1G04700	CARHR004080
AT5G22570	CARHR190980
AT1G66830	CARHR058940
AT5G06330	CARHR207070
AT1G22960	CARHR023340
AT5G65310	CARHR279270
ATCG01300	CARHR282570
AT3G19420	CARHR094820
AT3G51310	CARHR160890
AT5G04347	CARHR208940
AT4G04940	CARHR252600
AT5G08330	CARHR204770
AT5G33370	CARHR217070
AT3G27650	CARHR149070
AT5G10960	CARHR202330
AT4G23400	CARHR230740
AT3G52080	CARHR161790
AT3G25240	CARHR101600
AT4G39890	CARHR246810
AT2G39990	CARHR134940
AT1G60990	CARHR052050
AT1G08620	CARHR008530
AT1G60995	CARHR052050
AT1G51980	CARHR042150
AT2G34350	CARHR128420
AT2G39100	CARHR133870
AT2G43290	CARHR138380
AT2G34355	CARHR128430
AT1G60440	CARHR052610
AT1G19210	CARHR019810
AT5G18210	CARHR194850
AT2G28680	CARHR121790
AT4G31180	CARHR239090
AT2G28930	CARHR122100
AT5G65080	CARHR278990
AT3G16480	CARHR091690
AT3G62630	CARHR172900
AT1G75880	CARHR069430
AT1G14130	CARHR014520
AT5G49540	CARHR287970
AT1G14420	CARHR014860
AT5G14570	CARHR198750
AT5G41030	CARHR213340
AT3G11650	CARHR086200
AT3G45290	CARHR150600
AT3G48800	CARHR157610
AT3G48570	CARHR157370
AT5G23190	CARHR190350
AT5G64570	CARHR278540
AT1G66590	CARHR062820
AT1G43770	CARHR035520
AT1G01280	CARHR001190
AT5G27430	CARHR186040
AT3G25790	CARHR146700
AT1G56450	CARHR055140
AT5G43630	CARHR006260
AT4G35270	CARHR243590
AT5G47820	CARHR184340
AT5G06340	CARHR207080
AT3G17800	CARHR093150
AT1G56180	CARHR045950
AT3G49600	CARHR158620
AT1G02950	CARHR002280
AT4G25580	CARHR233000
AT1G25340	CARHR026150
AT2G28060	CARHR120760
AT5G10210	CARHR203080
AT2G47670	CARHR143060
AT1G47890	CARHR286630
AT4G17510	CARHR224210
AT2G22570	CARHR113760
AT2G19970	CARHR110400
AT5G02280	CARHR211090
AT1G03530	CARHR002890
AT3G27280	CARHR148550
AT1G22340	CARHR022710
AT4G11050	CARHR255560
AT5G47390	CARHR173980
AT3G45740	CARHR149920
AT5G47640	CARHR173670
AT1G01020	CARHR001490
AT1G72270	CARHR234630,CARHR065130
AT1G01750	CARHR000570
AT2G45810	CARHR141080
AT3G22680	CARHR098560
AT4G22750	CARHR229680
AT4G22753	CARHR229690
AT4G22200	CARHR229090
AT5G44190	CARHR179070
AT2G19710	CARHR110160
AT1G32210	CARHR031580
AT2G42890	CARHR137960
AT1G56230	CARHR289770
AT5G39430	CARHR262920
AT5G67250	CARHR280380
AT5G09310	CARHR204090
AT2G41310	CARHR136400
AT1G76240	CARHR069800
AT2G44490	CARHR139650
AT5G41770	CARHR212800
AT4G24220	CARHR231640
AT5G49890	CARHR258840
AT3G02140	CARHR076110
AT4G00110	CARHR248150
AT4G19020	CARHR225930
AT4G00440	CARHR248540
AT3G50210	CARHR159540
AT4G03140	CARHR251590
AT1G03280	CARHR002580
AT5G57170	CARHR270960
AT2G40370	CARHR135450
AT3G24350	CARHR100450
AT3G07510	CARHR082160
AT3G07840	CARHR082540
AT3G03810	CARHR077880
AT3G08890	CARHR083220
AT5G13720	CARHR199710
AT3G11130	CARHR085720
AT5G15980	CARHR197330
AT1G54580	CARHR055730
AT2G48140	CARHR143530
AT1G28690	CARHR028120
AT4G31080	CARHR238990
AT1G69480	CARHR062400
AT5G47680	CARHR173630
AT4G02810	CARHR251180
AT4G09180	CARHR260250
AT3G22970	CARHR098910
AT1G23460	CARHR023890
AT1G77730	CARHR071240
AT5G24160	CARHR189360
AT5G24165	CARHR189350
AT1G12860	CARHR013190
AT3G04790	CARHR079040
AT4G32260	CARHR240140
AT5G65770	CARHR279770
AT1G49630	CARHR039670
AT1G78900	CARHR072490
AT2G35780	CARHR130030
AT5G60150	CARHR273800
AT1G18300	CARHR018870
AT1G55180	CARHR044800
AT3G23080	CARHR098990
AT5G01910	CARHR212260
AT3G06010	CARHR080510
AT4G03490	CARHR251860
AT5G05250	CARHR207980
AT4G37440	CARHR245830
AT3G24530	CARHR100670
AT1G04960	CARHR004370
AT2G18230	CARHR108760
AT1G48540	CARHR038150
AT2G21880	CARHR112920
AT5G05380	CARHR207850
AT1G71770	CARHR291020
AT1G28470	CARHR027950
AT1G80540	CARHR074060
AT2G31900	CARHR125610
AT1G50110	CARHR040160
AT2G26210	CARHR115040
AT5G18860	CARHR194140
AT1G49490	CARHR039510
AT3G47960	CARHR156680
AT5G50890	CARHR257370
AT5G01400	CARHR211780
AT5G48670	CARHR119080
AT5G07230	CARHR205910
AT4G26050	CARHR233550
AT2G23910	CARHR184880
AT1G29870	CARHR152550
AT1G30720	CARHR030180
AT2G27060	CARHR119390
AT4G19640	CARHR226440
AT1G64625	CARHR046290
AT1G64990	CARHR056390
AT3G05220	CARHR079560
AT1G64620	CARHR046300
AT1G55760	CARHR045440
AT1G51600	CARHR041750
AT1G65570	CARHR057300
AT5G65700	CARHR279690
AT5G43590	CARHR179990
AT4G28230	CARHR235940
AT5G19440	CARHR193490
AT4G24560	CARHR231960
AT4G12580	CARHR253590
AT5G45890	CARHR176070
AT1G34210	CARHR033720
AT3G47930	CARHR156640
AT1G68990	CARHR061870
AT1G45130	CARHR036220
AT3G16760	CARHR092010
AT3G01350	CARHR075630
AT3G59940	CARHR170270
AT3G09050	CARHR083410
AT5G56040	CARHR269410
AT2G35100	CARHR129250
AT1G67710	CARHR060300
AT4G17210	CARHR223810
AT3G62180	CARHR172520
AT4G37740	CARHR246130
AT1G80090	CARHR074410
AT4G26580	CARHR234160
AT3G58010	CARHR168330
AT2G02350	CARHR177160
AT1G23760	CARHR024180
AT1G63410	CARHR047940
AT1G35290	CARHR220110
AT5G48910	CARHR284650
AT4G17950	CARHR224690
AT1G64190	CARHR046750
AT5G38730	CARHR264050
AT4G26270	CARHR233820
AT5G28490	CARHR185130
AT5G55110	CARHR268450
AT1G76170	CARHR069720
AT5G60900	CARHR274580
AT4G18520	CARHR225370
AT3G15900	CARHR091020
AT1G30515	CARHR029930
AT1G10930	CARHR011150
AT4G28130	CARHR235840
AT3G53590	CARHR163510
AT1G65710	CARHR057540
AT3G06230	CARHR080740
AT1G68190	CARHR060880
AT1G06340	CARHR005900
AT1G71190	CARHR064460
AT1G06830	CARHR006520
AT5G64320	CARHR278250
AT5G54570	CARHR267850
AT4G24690	CARHR232070
AT1G16300	CARHR016770
AT1G12680	CARHR012990
AT1G21720	CARHR022080
AT1G21722	CARHR022100
AT5G41730	CARHR272940
AT5G14580	CARHR198740
AT4G27440	CARHR235120
AT5G40570	CARHR261410
AT4G12960	CARHR218200
AT3G20300	CARHR095950
AT1G29250	CARHR028520
AT1G70820	CARHR064080
AT1G75670	CARHR069060
AT2G43770	CARHR138940
AT5G65510	CARHR279490
AT2G25740	CARHR115490
AT3G46510	CARHR155290
AT3G19960	CARHR095490
AT3G13570	CARHR088240
AT2G19390	CARHR109840
ATMG00650	CARHR283010
AT4G25970	CARHR233480
AT1G11880	CARHR012200
AT5G02290	CARHR211080
AT5G07070	CARHR206080
AT3G04130	CARHR078260
AT5G53350	CARHR266480
AT5G13790	CARHR199650
AT3G30260	CARHR153310
AT5G13820	CARHR199620
AT4G34100	CARHR242210
AT5G54790	CARHR268130
AT1G71990	CARHR064810
AT1G10680	CARHR010860
AT5G41380	CARHR212950
AT3G56110	CARHR166260
AT2G30470	CARHR123910
AT5G19530	CARHR193370
AT1G63270	CARHR048140
AT5G44010	CARHR179280
AT5G57100	CARHR270870
AT5G02750	CARHR210630
AT5G21482	CARHR191650
AT4G13980	CARHR219940
AT2G34500	CARHR128590
AT2G20860	CARHR111600
AT2G01410	CARHR143920
AT4G29940	CARHR237860
AT1G53110	CARHR043330
AT1G08540	CARHR008440
AT3G16060	CARHR091220
AT5G44440	CARHR178640
AT1G11080	CARHR011270
AT2G32760	CARHR126650
AT3G23370	CARHR099340
ATCG00350	CARHR282010
AT3G05910	CARHR080370
AT5G13170	CARHR200300
AT1G20230	CARHR020730
AT4G34215	CARHR242580
AT1G05710	CARHR005230
AT4G38770	CARHR294460
AT2G12190	CARHR056310
AT2G47450	CARHR142840
AT4G21720	CARHR228450
AT5G56600	CARHR270290
AT1G64210	CARHR046720
AT5G26060	CARHR187340
AT1G20580	CARHR021050
AT5G16520	CARHR196710
AT3G20750	CARHR096570
AT5G23760	CARHR189770
AT5G27220	CARHR185830
AT2G30695	CARHR124190
AT4G35410	CARHR243730
AT5G47970	CARHR184310
AT5G62160	CARHR275930
AT4G05420	CARHR252160
AT4G34530	CARHR242880
AT5G62165	CARHR275940,CARHR275950
AT5G27880	CARHR186360
AT1G04620	CARHR003970
AT1G19680	CARHR020200
AT3G52310	CARHR162080
AT5G43820	CARHR179660
AT2G28210	CARHR121100
AT4G34240	CARHR242550
AT3G13390	CARHR088000
AT1G69240	CARHR062120
AT4G25515	CARHR232920
AT5G51100	CARHR256990
AT1G78340	CARHR071790
AT5G35750	CARHR216810
AT4G25770	CARHR233220
AT4G14520	CARHR220740
AT4G25800	CARHR233250
AT1G58470	CARHR283940
AT5G19875	CARHR192990
AT2G17120	CARHR293440
AT1G79350	CARHR073010
AT3G12620	CARHR087130
AT1G74100	CARHR067260
AT3G12150	CARHR086730
AT1G04130	CARHR003480
AT1G20050	CARHR020520
AT4G24240	CARHR231660
AT2G32120	CARHR125910
AT2G36370	CARHR130670
AT3G18610	CARHR093990
ATMG00410	CARHR282790
AT5G60890	CARHR274570
AT4G01630	CARHR250030
AT3G18940	CARHR094360
AT4G37220	CARHR245280
AT1G01560	CARHR000800
AT1G72460	CARHR065400
AT5G37350	CARHR116740
AT5G37820	CARHR214950
AT4G35890	CARHR244280
AT4G19470	CARHR226270
AT1G60870	CARHR051910
AT3G17675	CARHR093020
AT3G58670	CARHR169050
AT5G58890	CARHR272830
AT2G16740	CARHR107000
AT1G20260	CARHR020750
AT3G53600	CARHR163530
AT5G45140	CARHR177390
AT2G44860	CARHR140120
AT5G15290	CARHR198020
AT2G27660	CARHR120270
AT2G02610	CARHR145120
AT3G02330	CARHR076310
AT3G02440	CARHR076410
AT3G13450	CARHR088110
AT1G73590	CARHR066610
AT1G52640	CARHR042760
AT1G14300	CARHR014720
AT3G58490	CARHR168890
AT5G14740	CARHR198570
AT1G07550	CARHR007340
AT5G14210	CARHR199130
AT1G73840	CARHR066930
AT1G47240	CARHR036780
AT1G30090	CARHR029320
AT2G33410	CARHR127420
AT3G07800	CARHR082510
AT2G38440	CARHR133120
AT3G48120	CARHR156850
AT5G28010	CARHR023530
AT3G22760	CARHR098610
AT4G01450	CARHR250220
AT5G56940	CARHR270680
AT5G42470	CARHR181930
AT3G17980	CARHR093300
AT5G23340	CARHR190200
AT4G13200	CARHR218670
AT1G15430	CARHR015990
AT5G57460	CARHR271250
AT2G18340	CARHR108930
AT5G24750	CARHR188740
AT1G77030	CARHR070560
AT5G18000	CARHR195070
AT3G54740	CARHR164680
AT3G44350	CARHR104510
AT3G44820	CARHR151220
AT4G15930	CARHR290480
AT4G26870	CARHR112510
AT1G73200	CARHR066210
AT1G36160	CARHR034860
AT5G48250	CARHR184040
AT1G22570	CARHR022950
AT4G18070	CARHR224840
AT1G47420	CARHR037030
AT3G19090	CARHR094520
AT5G66390	CARHR281330
AT1G71692	CARHR291120
AT5G66420	CARHR034750
AT3G45190	CARHR150780
AT5G66930	CARHR280750
AT5G14930	CARHR198400
AT1G21980	CARHR022340
AT4G35300	CARHR243630
AT4G30770	CARHR238610
AT4G11600	CARHR254810
AT1G33530	CARHR032950
AT3G49470	CARHR158430
AT1G32660	CARHR030250
